Locality,Zip Code,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,Construction Year,PEB,Primary Energy Consumption (kWh/m2),State of the Building,Median Price per Commune,Median Revenue per Commune,Price/m2
Herselt,2230,house,290000,3,173,0,0,0,0,0,0,0,655,3,1972,2,479,3,285000,31204,1676
Uccle,1180,villa,875000,4,270,1,0,0,0,1,100,0,200,3,1940,2,259,5,390000,26467,3240
Lochristi,9080,apartment,284000,3,92,1,0,0,0,0,0,0,0,4,1975,5,181,4,404000,33119,3086
Woluwe-saint-lambert,1200,flat-studio,135000,1,32,0,0,0,0,0,0,0,0,2,1974,3,201,2,369000,27210,4218
Bicavre,5555,house,495000,4,250,1,0,0,0,1,1000,1,1000,4,1900,6,80,3,170000,25687,1980
Oostende,8400,apartment,170000,2,83,1,1,0,0,0,0,0,0,2,1964,5,130,3,235000,25991,2048
Sint-martens-latem,9830,house,629000,4,174,0,0,1,72,1,308,0,617,4,1974,4,294,5,680000,35589,3614
Antwerpen,2000,apartment,599000,2,137,1,0,1,5,0,0,0,0,2,1958,4,296,3,260000,25683,4372
Boechout,2530,house,699000,6,208,1,0,0,0,0,0,0,1233,4,1987,3,347,3,361000,32826,3360
Braine-lalleud,1420,apartment,325000,3,130,1,0,0,0,0,0,0,0,2,1900,4,176,5,360000,30512,2500
Hove,2540,villa,498000,2,211,0,0,0,0,0,0,0,659,4,1956,1,531,2,454000,35621,2360
Loppem,8210,house,425000,3,153,1,0,0,0,1,422,0,422,3,2005,5,143,5,348000,32732,2777
Maldegem,9990,house,375000,3,126,1,0,0,0,0,0,0,171,2,2020,6,84,5,294000,30415,2976
Brasschaat,2930,apartment,419000,3,142,0,0,0,0,0,0,0,0,2,1994,5,103,3,385000,31614,2950
Brasschaat,2930,apartment,299000,2,97,0,0,1,84,0,0,0,0,2,1989,5,198,3,385000,31614,3082
Schaerbeek,1030,apartment,380000,3,90,1,0,1,20,0,0,0,0,2,1975,3,172,3,275000,21912,4222
Gooik,1755,house,315000,3,200,0,0,0,0,0,0,0,3540,2,1900,1,717,1,415000,33404,1575
Merksplas,2330,house,995000,6,411,1,0,0,0,0,0,1,3780,4,2003,5,196,3,355000,30223,2420
Izegem,8870,house,1495000,4,374,0,0,0,0,0,0,0,1350,4,2013,6,35,5,220000,29378,3997
Torhout,8820,house,329000,4,178,0,0,1,50,1,143,0,345,1,2000,4,246,5,272500,30014,1848
Mechelen,2800,house,360000,2,99,1,0,0,0,0,0,0,117,2,1900,4,230,3,312500,29870,3636
Londerzeel,1840,house,585000,5,320,1,0,0,0,0,0,0,650,3,2009,5,116,5,369000,32899,1828
Waterloo,1410,house,649000,3,279,1,0,1,30,1,450,0,591,3,1954,4,176,5,475000,31143,2326
Woluwe-saint-lambert,1200,ground-floor,547000,2,152,1,0,1,13,1,33,0,0,2,2024,6,45,5,369000,27210,3598
Haachttildonk,3150,house,425000,3,161,1,0,0,0,0,0,0,769,3,1987,4,299,3,350500,34772,2639
Middelkerke,8430,apartment,445000,2,70,1,0,1,10,0,0,0,0,2,1982,5,191,3,200000,27292,6357
Ganshoren,1083,apartment,269000,2,90,1,0,0,0,0,0,0,0,2,1963,0,358,3,220000,23789,2988
Nijlen,2560,house,569000,4,150,0,0,1,48,0,0,0,2785,4,2003,2,470,1,315000,31353,3793
Wemmel,1780,house,335000,2,186,1,0,1,5,1,20,0,110,2,1955,4,298,5,380000,29511,1801
Ciney,5590,house,395000,6,270,1,0,0,0,0,0,0,1080,4,1964,3,289,2,228000,26679,1462
Bassengeboirs,4690,house,300000,2,152,0,0,0,0,1,540,0,1088,4,1998,3,281,3,193000,28381,1973
Heist-aan-zee,8301,house,490000,3,236,1,0,1,12,0,0,0,227,2,1984,5,169,2,592500,28601,2076
Temse-elversele,9140,house,549000,3,126,1,0,1,40,1,890,0,890,4,2000,5,148,5,260000,30536,4357
Denderbelle,9280,house,515000,5,305,0,0,0,0,0,0,0,1445,4,1980,3,377,5,270000,31547,1688
Aalst,9300,house,239000,3,130,1,0,0,0,0,0,0,370,4,1918,1,628,2,265000,29669,1838
Grimbergen,1850,house,599000,3,180,1,0,1,20,1,580,0,665,3,1937,3,364,3,351000,31773,3327
Londerzeel,1840,house,209000,2,163,1,0,0,0,0,0,0,43,3,1937,2,404,3,369000,32899,1282
Anderlecht,1070,apartment,250000,2,119,1,0,1,6,0,0,0,0,2,1960,3,153,1,220000,21336,2100
Courcelles,6180,house,179900,3,170,1,0,1,56,1,154,0,219,2,1900,3,320,3,167000,25176,1058
Waremme,4300,house,150000,3,110,1,0,0,0,0,0,0,153,2,1919,0,630,1,210000,27485,1363
Lebbekewieze,9280,house,279000,3,124,1,0,0,0,0,0,0,518,3,1966,1,955,1,270000,31547,2250
Gullegem,8560,house,215000,3,191,0,0,0,0,0,0,0,477,3,1954,4,293,5,245000,31432,1125
Keerbergen,3140,house,459000,5,240,0,0,1,21,1,506,0,966,3,1960,3,390,3,449500,35954,1912
Molenbeek-saint-jean,1080,loft,360000,2,120,1,0,1,8,0,0,0,0,2,2009,4,148,5,215000,21062,3000
Hamme,9220,house,549000,3,126,1,0,1,40,1,890,0,890,4,2000,5,148,5,260000,29245,4357
Temseelversele,9140,house,549000,3,126,1,0,1,40,1,890,0,890,4,2000,5,148,5,260000,30536,4357
Herk-de-stad,3540,house,249000,3,220,0,0,0,0,0,0,0,1280,4,1965,1,914,2,278000,31143,1131
Tienen,3300,house,320000,3,122,1,0,1,14,0,0,0,195,2,1935,4,228,3,249000,29289,2622
Waterloo,1410,apartment,409000,2,110,1,0,0,0,0,0,0,0,2,2000,6,77,3,475000,31143,3718
Laakdal,2430,house,349000,3,190,0,0,1,20,0,0,0,901,4,1961,1,501,3,283750,31971,1836
Braine-le-comte,7090,apartment,270000,2,115,1,0,1,30,0,0,0,0,2,2017,5,101,3,230000,28432,2347
Herne,1540,house,469000,3,192,0,0,0,0,0,0,0,884,3,2016,5,146,3,317500,34077,2442
Halle,1500,house,289000,3,180,0,0,0,0,0,0,0,70,2,1949,2,435,3,308250,30101,1605
Sint-pauwels,9170,duplex,290000,3,162,1,0,0,0,0,0,0,0,2,1999,6,99,3,330000,31678,1790
Ham,3945,house,198000,4,135,1,0,0,0,1,806,0,806,4,1952,1,527,1,270000,31862,1466
Torhout,8820,villa,499000,4,175,1,0,0,0,0,0,0,561,4,1986,5,171,5,272500,30014,2851
Ixelles,1050,apartment,760000,2,130,1,0,1,12,0,0,0,0,2,2010,4,101,5,350000,23014,5846
Lier,2500,house,698000,4,339,0,0,0,0,0,0,1,3518,4,1970,4,228,3,290000,29623,2058
Braine-lalleud,1420,villa,595000,4,230,1,0,1,20,0,0,0,969,4,1988,4,225,2,360000,30512,2586
Ixelles,1050,apartment,920000,3,204,0,0,0,0,0,0,0,0,2,2001,4,112,5,350000,23014,4509
Hasselt,3500,house,220000,3,146,0,0,0,0,0,0,0,380,2,1948,1,527,1,285000,30208,1506
Uccle,1180,house,849000,4,225,1,1,1,50,1,350,0,581,3,1982,3,162,5,390000,26467,3773
Genk,3600,apartment,289000,2,95,1,0,0,0,0,0,0,0,3,2010,4,214,3,260000,27345,3042
Sint-niklaas,9100,penthouse,485000,2,151,0,0,1,25,0,0,0,0,4,2017,6,97,5,265000,28267,3211
Kuurne,8520,apartment,190000,3,109,0,0,1,6,0,0,0,0,3,1974,5,182,2,249000,29973,1743
Ixelles,1050,penthouse,465000,1,99,1,0,1,20,0,0,0,0,2,2013,5,60,5,350000,23014,4696
Harelbeke,8530,house,115000,3,123,0,0,0,0,1,61,0,151,2,1918,1,787,1,235000,30547,934
Herentals,2200,villa,595000,4,240,1,0,0,0,0,0,0,1030,4,2007,4,255,5,274000,29831,2479
Maaseik,3680,house,449500,3,208,0,0,0,0,0,0,0,295,4,2021,6,15,3,250000,29364,2161
Korbeek-lo,3360,house,319000,3,140,0,0,0,0,0,0,0,90,3,1930,5,188,5,435000,37719,2278
Licge,4000,apartment,175000,2,90,1,0,0,0,0,0,0,0,2,1958,5,129,3,170000,22738,1944
Verviers,4800,apartment,235000,2,100,0,0,0,0,0,0,0,0,2,1967,4,235,5,193250,23329,2350
Schilde,2970,house,599000,4,230,1,0,1,28,1,190,0,410,3,2006,5,151,5,500000,33742,2604
Hallebrabant,1500,house,299000,4,132,1,0,1,10,1,610,0,679,3,1950,1,837,3,308250,30101,2265
Uccle,1180,duplex,265000,2,85,1,0,0,0,0,0,0,0,2,1925,2,259,3,390000,26467,3117
Keerbergen,3140,villa,795000,4,242,1,0,0,0,0,0,0,3322,4,1987,3,320,3,449500,35954,3285
Schaerbeek,1030,apartment,225000,1,89,1,0,1,2,0,0,0,0,2,1883,0,427,0,275000,21912,2528
Hove,2540,house,539000,4,206,1,0,0,0,0,0,0,585,3,1960,3,353,2,454000,35621,2616
Grez-doiceau,1390,villa,465000,4,180,1,0,1,25,1,850,0,1466,4,2000,2,394,3,382500,31018,2583
Oud-heverlee,3050,house,745000,5,300,1,0,0,0,0,0,0,989,4,1983,4,216,5,425000,39273,2483
Beerse,2340,house,765000,4,388,0,0,0,0,0,0,0,1860,4,2007,5,146,5,375000,32645,1971
Wingene,8750,house,375000,2,219,0,0,0,0,0,0,0,595,4,1994,3,381,2,345000,30459,1712
Brasschaat,2930,villa,925000,3,341,1,0,0,0,0,0,0,1286,4,1997,4,272,3,385000,31614,2712
Zoersel,2980,house,435000,2,175,0,0,0,0,0,0,0,779,4,1975,2,494,2,425000,33080,2485
Neufchateau,6840,house,329000,3,287,1,0,1,30,1,215,0,583,3,1874,2,420,1,185000,28408,1146
Haacht,3150,villa,729000,4,260,0,0,1,26,0,0,0,606,4,1954,4,213,3,350500,34772,2803
Haacht,3150,villa,729000,4,260,0,0,1,26,0,0,0,606,4,1954,4,213,3,350500,34772,2803
Uccle,1180,house,895000,6,280,1,0,1,3,1,160,0,235,2,1924,2,251,5,390000,26467,3196
Ixelles,1050,duplex,195000,1,40,0,0,1,6,0,0,0,0,2,1977,1,281,2,350000,23014,4875
Evere,1140,apartment,175000,1,60,1,0,1,10,0,0,0,0,2,1950,0,974,3,257500,24158,2916
Mortsel,2640,apartment,399000,3,136,1,0,0,0,0,0,0,0,3,1992,4,271,3,339500,31213,2933
Braine-lalleud,1420,apartment,315000,2,80,1,0,1,3,0,0,0,0,2,1961,5,133,4,360000,30512,3937
Lier,2500,ground-floor,449000,2,156,1,0,0,0,0,0,0,0,4,1850,3,310,3,290000,29623,2878
Bruxelles,1000,apartment,495000,2,150,1,0,1,7,0,0,0,0,1,1997,2,236,5,275000,21541,3300
Vilvoorde,1800,apartment,319000,2,98,0,0,0,0,0,0,0,0,2,2018,6,67,3,300000,29017,3255
Kapellen,2950,ground-floor,389000,2,77,1,1,0,0,0,0,0,0,2,1965,5,149,5,365250,33995,5051
Kapellen,2950,apartment,379000,2,75,1,1,0,0,0,0,0,0,2,1965,6,100,5,365250,33995,5053
Kapellen,2950,apartment,399000,2,78,1,0,0,0,0,0,0,0,2,1965,6,83,5,365250,33995,5115
Mortsel,2640,apartment,269000,2,74,1,0,0,0,0,0,0,0,3,1994,4,236,3,339500,31213,3635
Ixelles,1050,duplex,350000,2,94,1,0,0,0,0,0,0,0,2,1890,1,287,3,350000,23014,3723
Mol,2400,villa,519000,4,224,0,0,0,0,0,0,0,2298,4,2004,4,260,3,268000,30380,2316
Gent,9000,apartment,474000,2,79,1,0,1,12,0,0,0,0,2,2021,6,39,5,335000,27,6000
Uccle,1180,apartment,325000,2,82,1,0,1,4,0,0,0,0,2,1930,0,584,3,390000,26467,3963
Ixelles,1050,apartment,755000,2,235,1,0,0,0,0,0,0,0,2,1936,3,173,3,350000,23014,3212
Anderlecht,1070,apartment,230000,2,87,1,0,1,3,1,100,0,0,2,1962,0,698,3,220000,21336,2643
Uccle,1180,apartment,365000,2,106,1,0,1,7,0,0,0,0,3,2014,4,116,5,390000,26467,3443
Flemalle,4400,house,155000,2,90,0,0,0,0,0,0,0,40,2,1899,4,235,4,190000,26199,1722
Molenbeek-saint-jean,1080,apartment,199000,2,69,0,0,1,8,0,0,0,0,2,1995,0,480,3,215000,21062,2884
Oostende,8400,apartment,168000,3,100,1,0,1,1,0,0,0,0,2,1969,3,304,3,235000,25991,1680
Gentinnes,1450,house,220000,3,110,0,0,0,0,0,0,0,930,4,1930,0,548,1,400000,32404,2000
Boortmeerbeek,3191,house,289000,2,147,0,0,0,0,0,0,0,350,3,1933,1,514,1,381250,36124,1965
Oostende,8400,apartment,339000,2,100,1,0,0,0,0,0,0,0,2,1966,5,197,3,235000,25991,3390
Zwevezele,8750,penthouse,428000,2,106,0,0,1,20,1,20,0,0,4,2019,5,128,5,345000,30459,4037
Gent,9000,apartment,269000,2,82,1,0,1,4,0,0,0,0,2,2002,3,311,3,335000,27,3280
Knokke-heist,8301,apartment,835000,3,115,1,0,0,0,0,0,0,0,2,2005,5,146,5,592500,28601,7260
Aartselaar,2630,house,449000,3,165,1,0,0,0,0,0,0,247,3,1986,4,244,3,355000,34397,2721
Bouillon,6830,house,199000,5,200,0,0,0,0,0,0,0,72,2,1950,5,162,1,155000,23864,995
Opwijk,1745,apartment,359000,2,100,1,0,1,10,0,0,0,0,3,2017,5,105,3,315000,33533,3590
Braine-lalleud,1420,house,375000,3,150,0,0,0,0,1,352,0,478,3,1965,2,368,2,360000,30512,2500
Waterloo,1410,villa,525000,3,150,1,0,1,40,0,0,0,618,4,1967,2,415,3,475000,31143,3500
Waterloo,1410,apartment,550000,3,118,1,0,1,11,0,0,0,0,2,2024,6,51,5,475000,31143,4661
Tournai,7500,apartment,219000,1,78,0,0,0,0,0,0,0,0,1,2024,5,156,4,195000,25518,2807
Saint-gilles,1060,apartment,295000,1,64,1,0,0,0,0,0,0,0,2,1970,3,162,3,291000,20648,4609
Schilde,2970,villa,1295000,4,420,1,0,0,0,0,0,1,2571,4,1969,4,268,3,500000,33742,3083
Schilde,2970,villa,1980000,4,350,1,0,0,0,0,0,0,3159,4,2020,6,26,5,500000,33742,5657
Wetteren,9230,house,274500,3,182,0,0,1,22,0,0,0,170,2,1899,3,348,3,280000,30041,1508
Liege,4000,apartment,215000,2,94,1,0,1,7,0,0,0,0,2,1979,5,126,3,170000,22738,2287
Engis,4480,house,130000,4,161,1,0,1,19,1,32,0,158,2,1899,0,532,1,176000,25939,807
Roeselare,8800,apartment,215000,1,72,1,0,1,18,0,0,0,0,2,2017,6,45,3,238106,28720,2986
Hemiksem,2620,apartment,209000,2,88,1,0,0,0,0,0,0,0,3,1953,4,237,3,265000,32465,2375
Namur,5000,house,220000,5,145,1,0,0,0,0,0,0,65,2,1925,3,329,2,250000,26345,1517
Evere,1140,apartment,289000,2,84,1,0,1,11,0,0,0,0,2,1976,4,109,2,257500,24158,3440
Maasmechelen,3630,duplex,309000,2,167,0,0,0,0,0,0,0,0,3,1995,4,263,5,240000,26878,1850
Schaerbeek,1030,apartment,420000,2,81,1,0,1,22,0,0,0,0,2,2023,6,45,5,275000,21912,5185
Oostende,8400,apartment,385000,2,81,0,0,1,14,0,0,0,0,4,1981,6,98,5,235000,25991,4753
Gent,9000,apartment,229000,1,44,0,0,0,0,0,0,0,0,2,1918,5,190,3,335000,27,5204
Mortsel,2640,apartment,179000,2,86,0,0,1,9,0,0,0,0,2,1968,5,157,3,339500,31213,2081
Heist-aan-zee,8301,apartment,445000,2,66,1,0,1,4,0,0,0,0,2,2012,6,77,3,592500,28601,6742
Balen,2490,house,389000,3,171,1,0,0,0,0,0,0,349,3,2017,6,40,5,267000,31503,2274
Kontich,2550,service-flat,209000,1,56,1,0,0,0,0,0,0,0,3,2018,6,92,3,359000,33894,3732
Meerle,2328,ground-floor,295000,2,86,0,0,0,0,0,0,0,0,4,1999,4,205,3,385000,29848,3430
Heist-op-den-berg,2220,house,395000,3,173,0,0,0,0,0,0,0,4880,4,1970,1,591,1,325000,30714,2283
Huy,4500,apartment,169000,2,96,0,0,0,0,0,0,0,0,2,1960,4,174,3,196000,24184,1760
Neufchcateau,6840,house,239000,5,390,1,0,1,15,0,0,0,165,2,1899,2,391,1,185000,28408,612
Edegem,2650,house,399000,4,140,0,0,0,0,1,150,0,318,3,1956,1,794,2,339900,34133,2850
La-roche-en-ardenne,6980,house,150000,5,220,0,0,1,20,0,0,0,169,2,1950,2,417,0,200000,25479,681
Uccle,1180,penthouse,349000,1,74,1,0,1,10,0,0,0,0,2,1966,2,252,5,390000,26467,4716
Sint-pieters-leeuw,1600,town-house,429000,3,229,1,0,1,20,1,100,0,260,2,1983,5,199,3,325000,29043,1873
Saint-gilles,1060,apartment,225000,2,60,1,0,1,6,0,0,0,0,3,1961,2,267,3,291000,20648,3750
Veldegem,8210,house,625000,5,308,1,0,0,0,0,0,0,780,4,1986,5,198,3,348000,32732,2029
Ixelles,1050,apartment,199000,1,42,1,0,0,0,0,0,0,0,2,1958,0,446,3,350000,23014,4738
Nazareth,9810,duplex,325000,1,89,1,0,0,0,0,0,0,0,4,1990,3,368,3,397500,32737,3651
Moerbeke,9180,house,439000,4,165,0,0,0,0,0,0,0,2938,4,1983,4,248,3,325000,32337,2660
Geraardsbergen,9500,service-flat,230000,2,72,1,0,0,0,0,0,0,0,3,2016,5,110,5,238500,29578,3194
Kuurne,8520,house,205000,2,117,0,0,0,0,0,0,0,192,2,1899,3,326,3,249000,29973,1752
Menen,8930,house,175000,3,136,1,0,1,25,1,100,0,176,2,1934,3,330,3,180000,26819,1286
Ecaussinnes,7180,house,795000,4,345,1,0,1,100,1,1000,0,1750,3,2010,6,83,5,259500,28554,2304
Antwerpen,2000,apartment,1495000,3,161,1,0,0,0,0,0,0,0,3,2013,6,94,4,260000,25683,9285
Rekkem,8930,house,175000,3,136,1,0,1,25,1,100,0,176,2,1934,3,330,3,180000,26819,1286
Ecaussinnes,7190,house,795000,4,345,1,0,1,100,1,1000,0,1750,3,2010,6,83,5,200000,28243,2304
Strce-lez-huy,4577,house,339000,3,157,1,0,0,0,0,0,0,734,4,1994,3,259,3,236750,32113,2159
Etterbeek,1040,apartment,349000,2,80,1,0,0,0,0,0,0,0,2,1999,2,214,3,323500,23665,4362
Nivelles,1400,house,450000,3,176,0,0,0,0,0,0,0,760,4,1972,3,285,3,260000,28900,2556
Zedelgem-veldegem,8210,villa,625000,5,450,1,0,1,20,1,350,0,780,4,1986,5,198,5,348000,32732,1388
Nijlen,2560,house,785000,6,429,0,0,0,0,0,0,0,4904,4,2021,6,84,3,315000,31353,1829
Beerse,2340,villa,649000,5,251,1,0,1,35,1,750,0,1060,4,1996,5,182,3,375000,32645,2585
Laroche-en-ardenne,6980,house,150000,5,220,0,0,1,20,0,0,0,169,2,1950,2,417,0,200000,25479,681
Vilvoorde,1800,house,430000,4,230,1,0,1,1,1,600,0,712,4,1900,4,219,3,300000,29017,1869
Willebroek,2830,house,389000,3,152,1,0,1,30,1,150,0,281,3,1934,3,322,5,286750,29939,2559
Lochristi,9080,house,549000,4,205,0,0,1,15,0,0,0,568,4,2006,4,238,5,404000,33119,2678
Uccle,1180,penthouse,980000,2,140,1,0,1,30,0,0,0,0,3,2024,6,45,5,390000,26467,7000
Verviers,4800,house,319000,3,138,1,0,0,0,0,0,0,164,2,2015,5,109,3,193250,23329,2311
Oostkamp,8020,house,230000,2,107,0,0,0,0,0,0,0,418,4,1962,1,914,1,361000,32910,2149
Vilvoorde,1800,house,399000,3,138,0,0,0,0,0,0,0,350,3,1924,3,396,5,300000,29017,2891
Stabroek,2940,house,685000,2,200,1,0,0,0,0,0,0,1353,4,1985,4,257,3,305000,33477,3425
Antwerpen,2000,flat-studio,145000,1,30,1,0,0,0,0,0,0,0,2,1895,2,420,2,260000,25683,4833
Koksijde,8670,apartment,171000,1,63,1,1,1,3,0,0,0,0,2,2001,4,247,3,300000,30348,2714
Wingene,8750,house,225000,3,127,0,0,0,0,1,500,0,953,4,1935,1,691,1,345000,30459,1771
Ichtegem,8480,house,539000,4,215,0,0,1,40,0,0,0,1135,4,1997,4,218,3,295000,30261,2506
Tienen,3300,house,285000,4,142,0,0,1,28,1,246,0,430,2,1965,2,414,5,249000,29289,2007
Haine-saint-pierre,7100,house,119999,2,150,0,0,1,30,1,199,0,199,2,1948,0,583,1,155000,23915,799
Boom,2850,house,275000,3,120,0,0,1,7,1,23,0,100,2,1932,4,243,3,258000,27780,2291
Beveren,9120,house,425000,3,205,1,0,0,0,1,270,0,387,2,1937,5,137,3,296500,32302,2073
Maldegem,9990,house,359000,3,134,1,0,0,0,0,0,0,135,2,2011,6,87,5,294000,30415,2679
Lessines,7860,house,260000,4,142,0,0,0,0,1,590,0,730,3,2018,5,128,3,160000,26204,1830
Heist-op-den-berg,2220,apartment,295000,2,127,0,0,0,0,0,0,0,0,3,1993,5,126,5,325000,30714,2322
Hulshout,2235,apartment,269000,2,93,0,0,0,0,0,0,0,0,2,2003,5,174,5,312500,30927,2892
Herenthout,2270,apartment,459000,5,230,0,0,0,0,0,0,0,0,3,1987,4,232,3,300000,30024,1995
Mechelen,2800,apartment,314000,2,76,1,0,1,3,0,0,0,0,2,1972,5,182,4,312500,29870,4131
Ukkel,1180,apartment,590000,3,143,0,0,1,10,0,0,0,0,4,2026,6,45,5,390000,26467,4125
Liege,4000,house,265000,4,207,1,0,1,5,1,100,0,192,2,1934,4,254,1,170000,22738,1280
Schaerbeek,1030,duplex,650000,3,173,1,0,1,40,1,53,0,0,2,1830,3,179,5,275000,21912,3757
Somme-leuze,5377,house,380000,3,248,1,0,0,0,1,836,0,836,4,1991,0,603,3,185000,27964,1532
Mouscron,7700,house,210000,3,211,1,0,0,0,1,200,0,410,3,1930,3,265,5,173500,24752,995
Pecq,7740,villa,495000,3,204,1,0,0,0,0,0,0,1930,3,2002,5,108,5,225000,26409,2426
Warcoing,7740,house,270000,3,120,1,0,0,0,0,0,0,228,2,2021,6,83,5,225000,26409,2250
Grote-brogel,3990,house,455000,4,303,1,0,0,0,0,0,0,1984,4,1948,3,364,1,280000,31205,1501
Gent,9000,ground-floor,410000,1,155,1,0,1,90,0,0,0,0,2,1933,3,393,3,335000,27,2645
Kruibeke,9150,house,230000,3,158,1,0,1,70,1,70,0,150,2,1930,1,507,2,275000,31455,1455
Ixelles,1050,house,2295000,5,460,1,0,1,52,1,70,0,320,2,1920,0,467,5,350000,23014,4989
Frameries,7080,house,185000,4,250,0,0,1,820,1,50,0,820,3,1940,0,611,3,145000,24261,740
Liege,4000,house,210000,6,190,1,0,1,20,1,170,0,377,3,1910,0,803,1,170000,22738,1105
Mons,7000,house,290000,4,300,1,0,1,30,1,10,0,400,4,1930,1,442,5,170000,24834,966
Roeselare,8800,apartment,179000,2,113,1,0,0,0,0,0,0,0,2,1978,4,248,3,238106,28720,1584
Bruxelles,1000,apartment,449000,2,107,1,0,0,0,0,0,0,0,2,2007,3,202,3,275000,21541,4196
Berchem-sainte-agathe,1082,house,420000,2,135,1,0,1,30,0,0,0,132,2,1953,0,388,5,267500,24327,3111
La-louviere,7100,apartment,275000,3,120,1,0,0,0,0,0,0,0,2,2012,5,146,5,155000,23915,2291
Turnhout,2300,house,1099000,4,532,1,0,0,0,0,0,0,1500,4,2007,5,140,5,250000,27404,2065
Mechelen,2800,house,390000,2,135,1,0,1,12,1,46,0,118,2,1890,6,28,5,312500,29870,2888
Tielt-winge,3390,house,445000,4,163,0,0,0,0,0,0,0,1039,3,2003,5,196,3,328500,32394,2730
Temse,9140,house,399000,5,273,1,0,0,0,1,110,0,210,2,1919,4,288,3,260000,30536,1461
Bekkevoort,3460,house,498000,5,297,0,0,0,0,0,0,0,930,4,1997,4,295,3,292500,31160,1676
Oupeye,4680,house,195500,3,95,0,0,1,30,1,100,0,383,3,1967,1,472,1,220000,26992,2057
Herentals,2200,exceptional-property,849000,6,440,1,0,1,20,1,850,0,1161,4,1974,4,215,4,274000,29831,1929
Kontich,2550,house,494900,3,205,1,0,0,0,1,250,0,316,3,1974,3,368,3,359000,33894,2414
Rumst,2840,house,385000,4,205,1,0,0,0,1,22,0,141,3,1965,3,384,2,320000,33441,1878
Geel,2440,house,649000,4,360,1,0,1,15,0,0,1,747,4,1994,5,197,3,270000,30648,1802
Halle,1500,house,380000,4,152,0,0,0,0,0,0,0,580,2,1933,5,187,3,308250,30101,2500
Lcaglise,6860,house,249000,3,205,1,0,0,0,1,170,0,170,4,1960,2,381,2,210050,32700,1214
Brecht,2960,apartment,224000,2,81,1,0,1,9,0,0,0,0,2,1993,6,99,3,385000,32680,2765
Wezembeek-oppem,1970,villa,699000,4,195,1,0,1,10,1,250,0,682,4,1964,1,817,1,520000,33282,3584
Wavre,1300,house,795000,3,170,1,0,1,60,1,500,1,1022,4,2000,5,169,3,310000,28507,4676
Kasterlee,2460,apartment,229000,1,85,1,0,1,20,0,0,1,0,3,2009,5,143,3,323750,32250,2694
Deinze,9800,house,455000,4,215,0,0,0,0,0,0,0,250,2,2019,6,29,3,320500,31900,2116
Destelbergen,9070,house,695000,4,233,0,0,0,0,0,0,0,2884,4,1975,2,461,1,400000,34306,2982
Waterloo,1410,house,375000,3,100,0,0,0,0,1,100,0,173,3,1970,3,314,3,475000,31143,3750
Brasschaat,2930,villa,1099000,5,332,1,0,1,44,0,0,0,1561,2,1989,5,165,3,385000,31614,3310
Lint,2547,duplex,209000,1,73,1,0,0,0,0,0,0,0,2,1979,5,176,3,370000,34512,2863
Seraing,4101,house,199000,5,180,1,0,1,56,1,60,0,165,2,1919,1,479,3,164500,23333,1105
Sint-niklaas,9100,house,289000,3,140,0,0,1,12,1,127,0,269,2,1958,2,460,3,265000,28267,2064
Turnhout,2300,apartment,219000,2,120,0,0,1,3,0,0,0,0,2,1963,4,282,3,250000,27404,1825
Herentals,2200,triplex,279000,2,194,1,0,1,53,0,0,0,0,2,1989,3,315,3,274000,29831,1438
Damme-sijsele,8340,house,395000,4,194,0,0,0,0,1,616,0,616,4,1972,5,184,3,375000,31561,2036
Ixelles,1050,apartment,695000,2,150,1,0,0,0,0,0,0,0,2,1932,2,236,4,350000,23014,4633
Libramont-chevigny-saint-pierre,6800,house,329000,4,140,1,0,1,30,1,700,0,981,4,1983,2,400,2,224500,27968,2350
Woluwe-saint-pierre,1150,house,649000,3,230,1,0,1,13,1,225,0,335,3,1964,1,338,1,465000,29516,2821
Erpe-mere,9420,house,495000,3,236,1,0,0,0,0,0,0,926,4,1957,3,399,5,287580,32874,2097
Berchem-sainte-agathe,1082,house,730000,5,238,1,0,0,0,1,330,0,535,3,1930,2,230,3,267500,24327,3067
Meerhout,2450,ground-floor,275000,2,131,1,0,1,36,0,0,0,0,3,2006,5,149,3,245000,31773,2099
Stekene,9190,house,529000,3,241,0,0,1,18,1,200,0,445,3,2024,6,10,5,295000,31641,2195
Sint-niklaas,9100,house,299000,6,289,0,0,0,0,0,0,0,276,2,1932,1,897,1,265000,28267,1034
Lede,9340,house,165000,2,94,0,0,0,0,0,0,0,180,4,1899,1,596,1,260000,32323,1755
Zottegem,9620,house,279000,3,168,1,0,0,0,0,0,0,2112,3,1951,1,722,1,260000,32118,1660
Deinzeastene,9800,house,415000,3,167,1,0,0,0,1,114,0,235,3,2022,6,30,5,320500,31900,2485
Middelkerke,8430,duplex,335000,2,115,1,0,0,0,0,0,0,0,3,1987,3,382,3,200000,27292,2913
Anderlecht,1070,apartment,300000,2,95,1,0,1,9,0,0,0,0,2,1965,5,91,4,220000,21336,3157
Hamme,9220,house,300000,3,157,1,0,1,30,1,351,0,530,3,1976,3,393,3,260000,29245,1910
Westmeerbeek,2235,duplex,295000,2,123,1,0,0,0,0,0,0,0,4,2005,4,234,3,312500,30927,2398
