Locality,Zip Code,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,Construction Year,PEB,Primary Energy Consumption (kWh/m2),State of the Building,Median Price per Commune,Median Revenue per Commune,Price/m2
Ixelles,1050,apartment,350000,3,100,1,0,1,9,0,0,0,0,2,1966,2,262,2,350000,23014,3500
Astene,9800,house,417000,2,150,0,0,0,0,0,0,0,1639,4,1961,1,887,2,320500,31900,2780
Lobbes,6540,apartment,185000,3,100,0,0,0,0,0,0,0,0,2,1975,4,207,3,230000,29055,1850
Flemalle,4400,house,249000,3,160,1,0,1,40,1,310,0,440,2,1890,4,248,4,190000,26199,1556
Aalst,9300,house,349000,2,159,0,0,0,0,0,0,0,233,3,2010,5,129,3,265000,29669,2194
Aalst,9300,house,415000,4,177,0,0,0,0,0,0,0,321,3,1958,5,175,3,265000,29669,2344
Geel,2440,house,145000,3,116,0,0,0,0,0,0,0,83,2,1991,4,249,1,270000,30648,1250
Maldegem,9990,villa,549000,3,194,0,0,0,0,1,800,0,1142,4,1970,4,243,3,294000,30415,2829
Rijkevorsel,2310,house,449000,4,191,1,0,0,0,0,0,0,508,3,1918,5,124,3,350000,30083,2350
Deinze-astene,9800,house,475000,3,167,1,0,0,0,1,114,0,235,3,2022,6,30,5,320500,31900,2844
Menen,8930,house,349000,5,145,0,0,1,30,1,126,0,243,3,2021,6,100,5,180000,26819,2406
Stekene,9190,villa,685000,3,230,1,0,1,40,0,0,0,1576,4,1989,4,252,5,295000,31641,2978
Ninove,9400,house,435000,4,152,1,0,0,0,0,0,0,836,4,2007,5,123,3,260000,29589,2861
Watermael-boitsfort,1170,flat-studio,189000,1,34,1,0,1,4,0,0,0,0,2,1968,3,172,3,429500,26474,5558
Gent,9000,house,298000,4,148,1,0,1,30,0,0,0,89,2,1930,4,233,2,335000,27,2013
Deinze,9800,apartment,219000,3,121,1,0,0,0,0,0,0,0,3,1974,4,271,3,320500,31900,1809
Mouscron,7700,house,650000,4,261,1,0,0,0,0,0,0,980,4,1984,4,235,3,173500,24752,2490
Antwerpen,2000,penthouse,959000,3,192,1,0,1,29,0,0,0,0,3,2012,6,95,3,260000,25683,4994
Aalst,9300,house,1195000,3,385,1,0,0,0,0,0,0,1119,4,1998,5,118,5,265000,29669,3103
Oleye,4300,house,265000,4,233,0,0,1,20,1,200,0,344,2,1947,0,592,3,210000,27485,1137
Incourt,1315,villa,475000,3,180,0,0,0,0,0,0,0,2200,4,1976,4,254,5,330000,31848,2638
Pelt,3900,house,230000,3,141,0,0,0,0,0,0,0,844,4,1953,1,682,1,290000,31074,1631
Lokeren,9160,house,345000,3,185,0,0,0,0,0,0,0,410,2,1930,4,275,5,295000,30290,1864
Groot-bijgaarden,1702,house,345000,5,229,0,0,0,0,0,0,0,175,2,1955,3,359,1,385000,32113,1506
Kinrooi,3640,house,309000,4,156,0,0,0,0,0,0,0,776,4,1946,5,112,5,300000,29962,1980
Begijnendijkbetekom,3130,house,465000,3,216,1,0,0,0,0,0,0,2045,4,1960,4,269,4,330000,33342,2152
Enghien,7850,villa,395000,3,220,1,0,1,298,1,250,0,549,4,1935,3,273,4,249500,28427,1795
Westerlo-tongerlo,2260,house,524000,3,265,1,0,1,36,1,797,0,797,4,1976,6,99,5,290000,31616,1977
Overijse,3090,villa,995000,5,350,1,0,1,30,0,0,0,938,4,2000,5,158,5,517500,33781,2842
Middelkerke,8430,flat-studio,185000,1,34,1,1,0,0,0,0,0,0,2,1977,5,197,3,200000,27292,5441
Gentbruggegent,9000,house,380000,4,182,1,0,1,20,0,0,0,97,2,1918,3,381,3,335000,27,2087
Temse,9140,house,349000,5,329,0,0,0,0,1,108,0,300,4,1992,6,89,2,260000,30536,1060
Lubbeek,3210,house,449000,3,149,1,0,1,20,1,75,0,178,3,1930,5,114,5,390000,36800,3013
Vosselaar,2350,villa,495000,3,203,1,0,1,41,0,0,0,1238,4,1990,4,293,5,369000,33725,2438
Balen,2490,house,265000,3,147,0,0,0,0,0,0,0,2732,4,1963,1,793,1,267000,31503,1802
Berlare,9290,house,589000,3,155,1,0,1,50,1,312,0,397,4,2023,6,60,5,306750,30292,3800
Zoersel,2980,house,525000,3,202,1,0,0,0,0,0,0,644,4,1974,6,90,4,425000,33080,2599
Schoten,2900,villa,629000,3,230,0,0,0,0,0,0,1,2898,4,1927,3,393,1,330550,31175,2734
Folx-les-caves,1350,house,220000,6,250,1,0,1,15,1,305,0,567,3,1900,2,381,1,279000,30353,880
Harelbeke,8530,house,259000,4,169,0,0,0,0,0,0,0,373,3,1988,4,264,1,235000,30547,1532
Merelbeke,9820,house,475000,3,189,1,0,0,0,1,626,0,626,3,1900,5,133,3,375000,34972,2513
Merchtem,1785,house,395000,3,120,0,0,0,0,0,0,0,1262,4,1962,3,394,2,330000,32036,3291
Herent,3020,exceptional-property,750000,5,400,0,0,0,0,1,778,0,1417,4,1971,3,307,1,380000,36516,1875
Nobressart,6717,apartment,330000,3,125,0,0,0,0,0,0,0,0,2,2009,4,243,5,365000,41270,2640
Waterloo,1410,apartment,349000,3,122,1,0,1,2,0,0,0,0,4,1960,4,211,5,475000,31143,2860
Ronse,9600,house,220000,3,188,1,0,1,15,0,0,0,80,2,1935,4,214,4,203500,25716,1170
Vosselaar,2350,villa,775000,3,211,1,0,0,0,0,0,0,2594,4,1975,1,650,3,369000,33725,3672
Heist-aan-zee,8301,house,669000,3,128,0,0,1,65,1,65,0,120,3,1956,5,193,5,592500,28601,5226
Oostende,8400,apartment,299000,2,73,1,0,1,4,0,0,0,0,2,1985,5,132,3,235000,25991,4095
Grcace-hollogne,4460,villa,475000,3,225,1,0,1,100,1,800,0,1691,4,1999,5,114,5,187000,25798,2111
Denderhoutem,9450,house,439000,3,165,0,0,0,0,1,342,0,488,4,1968,4,265,3,283500,32791,2660
Zulte,9870,house,515000,6,325,1,0,0,0,0,0,0,1455,4,1978,1,557,3,309000,31603,1584
Melsele,9120,house,479000,3,150,1,0,0,0,0,0,0,811,4,1973,3,393,3,296500,32302,3193
Vosselaar,2350,house,429000,3,160,0,0,0,0,0,0,0,595,3,1999,5,200,3,369000,33725,2681
Blankenberge,8370,house,459000,3,200,1,0,1,3,0,0,0,233,4,2015,6,88,5,235000,25711,2295
Deerlijk,8540,house,469000,4,184,1,0,0,0,0,0,0,668,4,1989,4,223,3,295000,31768,2548
Bruxelles,1050,duplex,745000,3,188,1,0,1,20,0,0,0,0,2,1990,3,195,5,350000,23014,3962
Chokier,4400,apartment,99000,1,64,1,0,0,0,0,0,0,0,2,1918,2,377,3,190000,26199,1546
Brecht,2960,house,289000,1,105,0,0,0,0,0,0,0,404,3,1960,3,385,2,385000,32680,2752
Bertrix,6880,apartment,109000,1,96,1,0,1,12,0,0,0,0,3,1977,3,334,4,187000,25881,1135
Kortessem,3720,house,299000,2,131,0,0,0,0,0,0,0,190,2,1931,5,120,4,270500,31471,2282
Namur,5000,apartment,425000,2,113,1,0,1,24,0,0,0,0,3,2015,5,103,5,250000,26345,3761
Koekelare,8680,house,325000,5,208,0,0,0,0,0,0,0,533,4,1977,4,286,5,275000,29558,1562
Rebecq,1430,house,275000,2,140,0,0,0,0,0,0,0,782,2,1900,0,518,2,260000,28726,1964
Kortrijk,8500,apartment,289000,3,240,0,0,0,0,0,0,0,0,2,1996,3,313,3,265000,28248,1204
Woluwe-saint-lambert,1200,apartment,299000,2,81,1,0,0,0,0,0,0,0,2,1960,3,183,1,369000,27210,3691
Ans,4430,house,224000,3,126,1,0,1,7,1,62,0,130,2,1950,3,306,3,200500,26138,1777
Kortrijk,8500,house,115000,3,183,0,0,0,0,0,0,0,65,2,1918,4,295,1,265000,28248,628
Westmeerbeek,2235,ground-floor,325000,2,140,1,0,0,0,0,0,0,0,4,2005,4,254,3,312500,30927,2321
Geraardsbergen,9500,house,325000,3,192,1,0,0,0,0,0,0,464,3,1951,3,324,3,238500,29578,1692
Chcatelet,6200,house,239999,2,152,1,0,1,14,1,270,0,330,2,1918,4,216,5,150000,23513,1578
Liege,4000,flat-studio,99000,1,66,1,0,0,0,0,0,0,0,2,1970,5,169,1,170000,22738,1500
Gent,9000,house,275000,2,58,1,0,0,0,0,0,0,30,2,1930,4,298,3,335000,27,4741
Saint-georges-sur-meuse,4470,house,189000,2,141,1,0,0,0,1,639,0,812,3,1899,1,484,1,220000,27858,1340
Keerbergen,3140,ground-floor,445000,2,114,0,0,0,0,0,0,0,0,3,2011,5,109,3,449500,35954,3903
Bruxelles,1000,flat-studio,162000,1,43,1,0,0,0,0,0,0,0,2,2017,4,150,3,275000,21541,3767
Lier,2500,house,335000,2,90,0,0,0,0,1,30,0,120,2,1950,6,59,5,290000,29623,3722
Edegem,2650,apartment,275000,3,90,1,0,1,3,0,0,0,0,3,1974,5,143,4,339900,34133,3055
Huy,4500,house,199000,3,165,0,0,1,30,0,0,0,135,2,1875,2,378,3,196000,24184,1206
Turnhout,2300,house,195000,2,128,0,0,0,0,0,0,0,133,2,1969,3,383,2,250000,27404,1523
Vorselaar,2290,house,209000,2,161,0,0,0,0,0,0,0,500,4,1957,1,928,1,320000,31566,1298
Saint-nicolasmontegncae,4420,house,220000,2,105,1,0,0,0,0,0,0,159,2,2010,4,187,3,170000,24020,2095
Saint-nicolasmontegncae,4420,loft,220000,2,105,1,0,0,0,0,0,0,0,2,2010,4,187,3,170000,24020,2095
Wortegem,9790,villa,790000,4,350,0,0,0,0,0,0,0,2396,4,1969,2,450,2,342000,33749,2257
Laakdal,2430,house,269000,2,166,1,0,0,0,0,0,0,314,3,1983,4,266,3,283750,31971,1620
Turnhout,2300,house,219000,4,139,0,0,0,0,0,0,0,400,3,1900,1,785,1,250000,27404,1575
Maasmechelen,3630,apartment,209000,1,69,0,0,0,0,0,0,0,0,2,2018,6,69,5,240000,26878,3028
Zoersel,2980,house,525000,3,150,1,0,0,0,0,0,0,1840,4,1957,3,371,3,425000,33080,3500
Grace-hollogne,4460,house,175000,2,70,1,0,1,40,1,80,0,190,2,1875,3,293,4,187000,25798,2500
Zoersel,2980,house,430000,4,186,1,0,0,0,0,0,0,1285,4,1980,3,353,2,425000,33080,2311
Bevel,2560,house,405000,4,155,0,0,1,60,1,165,0,750,4,1984,3,395,3,315000,31353,2612
Borsbeek,2150,house,495000,3,130,1,0,0,0,0,0,0,962,4,1960,1,765,3,259000,29577,3807
Lier,2500,house,249000,2,149,0,0,1,171,1,171,0,250,3,1954,1,664,1,290000,29623,1671
Deinze,9800,apartment,224000,2,76,1,0,0,0,0,0,0,0,2,2006,6,84,3,320500,31900,2947
Lasne-ohain,1380,house,1695000,5,460,1,0,0,0,0,0,0,2520,4,1967,4,207,4,625000,32121,3684
Nieuwpoort,8620,apartment,375000,1,80,1,0,1,9,0,0,0,0,2,1998,3,304,3,260000,27342,4687
Namur,5000,town-house,360000,4,160,1,0,1,10,1,200,0,232,2,2009,4,209,3,250000,26345,2250
Herentals,2200,apartment,285000,2,90,1,0,1,12,0,0,0,0,3,2007,5,103,5,274000,29831,3166
Blankenberge,8370,apartment,329000,3,159,0,0,1,40,0,0,0,0,2,1961,2,457,3,235000,25711,2069
Ixelles,1050,apartment,950000,3,203,1,0,1,7,0,0,0,0,3,1910,2,247,5,350000,23014,4679
Kortrijk,8500,apartment,260000,2,90,1,0,0,0,0,0,0,0,2,1966,5,142,3,265000,28248,2888
Ixelles,1050,apartment,550000,2,91,1,0,1,5,0,0,0,0,2,2024,6,30,5,350000,23014,6043
Mol,2400,apartment,269000,2,101,1,0,1,18,0,0,0,0,2,2007,5,127,3,268000,30380,2663
Ukkel,1180,apartment,420000,2,94,0,0,0,0,0,0,0,0,2,2021,6,38,5,390000,26467,4468
Libramont-chevignysaint-pierre,6800,house,329000,4,140,1,0,1,30,1,700,0,981,4,1983,2,400,2,224500,27968,2350
Gent,9000,house,499000,3,121,1,0,0,0,1,26,0,88,2,1962,6,73,5,335000,27,4123
Liege,4000,house,265000,4,207,1,0,1,5,1,100,0,192,2,1934,4,254,1,170000,22738,1280
Auderghem,1160,ground-floor,380000,2,80,1,0,1,4,0,0,0,0,3,1950,4,102,5,363000,28443,4750
Arlon,6700,apartment,300000,2,82,0,0,1,5,0,0,0,0,2,2007,4,200,3,286500,34008,3658
Liege,4000,flat-studio,99000,1,66,1,0,0,0,0,0,0,0,2,1970,5,169,1,170000,22738,1500
Schilde,2970,villa,779000,6,253,1,0,1,71,1,615,0,1148,4,1973,4,293,3,500000,33742,3079
Schilde,2970,house,779000,6,253,1,0,1,71,1,615,0,1148,4,1973,4,293,3,500000,33742,3079
Boom,2850,apartment,156000,2,80,1,0,0,0,0,0,0,0,2,1963,4,226,3,258000,27780,1950
Villersle-bouillet,4530,house,140000,3,115,1,0,1,30,1,300,0,380,2,1850,0,822,1,250805,30281,1217
Boom,2850,apartment,159000,2,77,0,0,0,0,0,0,0,0,4,1963,4,215,3,258000,27780,2064
Depanne,8660,house,275000,5,136,0,0,0,0,0,0,0,57,2,1930,1,796,3,227000,26096,2022
Mortsel,2640,apartment,235000,2,89,0,0,0,0,0,0,0,0,2,1971,4,278,3,339500,31213,2640
Woluwe-saint-lambert,1200,house,900000,4,233,1,0,1,10,1,160,0,237,2,1950,3,190,5,369000,27210,3862
Roeselare,8800,house,304000,5,271,0,0,0,0,0,0,0,432,4,1920,1,697,5,238106,28720,1121
Ixelles,1050,penthouse,1295000,3,150,0,0,0,0,0,0,0,0,4,2016,3,208,5,350000,23014,8633
Beerse,2340,house,539000,3,268,0,0,0,0,0,0,0,447,3,2000,5,178,3,375000,32645,2011
Gent,9000,house,495000,7,340,1,0,1,21,0,0,0,151,2,1850,5,136,3,335000,27,1455
Lasne,1380,apartment,950000,4,233,1,0,1,34,1,450,0,0,3,2006,4,248,5,625000,32121,4077
Beernem,8730,villa,695000,4,346,0,0,1,100,1,950,0,1245,4,1986,5,193,5,340000,31640,2008
Woluwe-saint-lambert,1030,apartment,299000,1,68,1,0,1,17,0,0,0,0,2,2019,4,96,5,275000,21912,4397
Evere,1030,apartment,299000,1,68,1,0,1,17,0,0,0,0,2,2019,4,96,5,275000,21912,4397
Kapellen,2950,exceptional-property,765000,5,317,1,0,0,0,0,0,0,728,4,2007,6,98,3,365250,33995,2413
Destelbergen,9070,villa,1849000,5,711,0,0,0,0,0,0,0,3945,4,2000,5,102,3,400000,34306,2600
Avelgem,8580,apartment,135000,2,77,0,0,1,9,1,9,0,0,3,1997,5,166,5,243850,29852,1753
Schoten,2900,house,379000,2,106,0,0,0,0,0,0,0,211,2,1930,5,158,5,330550,31175,3575
Dehaan,8420,house,749000,5,212,0,0,0,0,0,0,0,807,4,1987,3,314,2,260000,28811,3533
Kontich,2550,house,374900,5,262,1,0,0,0,0,0,0,240,4,1968,2,472,3,359000,33894,1430
Seraing,4101,house,120000,3,70,0,0,0,0,0,0,0,35,2,1930,2,409,3,164500,23333,1714
Willebroektisselt,2830,house,369000,3,206,1,0,0,0,0,0,0,315,3,1973,4,278,3,286750,29939,1791
Brecht,2960,villa,829000,4,275,1,0,0,0,0,0,0,852,4,2014,6,92,5,385000,32680,3014
Brussel,1000,apartment,565000,3,151,1,0,0,0,0,0,0,0,2,1965,2,256,5,275000,21541,3741
Ixelles,1050,apartment,260000,2,65,1,0,1,3,0,0,0,0,3,1967,1,344,1,350000,23014,4000
Ixelles,1050,ground-floor,199000,1,66,1,0,0,0,0,0,0,0,2,1925,0,544,5,350000,23014,3015
Saint-gilles,1060,apartment,587000,2,118,1,0,0,0,0,0,0,0,3,1930,2,223,5,291000,20648,4974
Gent,9000,apartment,225000,1,61,1,0,0,0,0,0,0,0,2,1999,5,200,5,335000,27,3688
Uccle,1180,apartment,645000,3,151,1,0,1,18,0,0,0,0,4,1980,3,151,1,390000,26467,4271
Erpe,9420,house,250000,3,96,0,0,0,0,0,0,0,260,2,1935,1,539,3,287580,32874,2604
Ixelles,1050,apartment,350000,2,95,0,0,1,5,0,0,0,0,2,1957,3,176,1,350000,23014,3684
Ohain,1380,house,845000,4,372,1,0,0,0,1,900,0,1735,4,1992,4,213,5,625000,32121,2271
Oostende,8400,apartment,170000,2,69,1,0,0,0,0,0,0,0,2,1973,3,319,3,235000,25991,2463
Sint-lambrechts-woluwe,1200,apartment,399000,2,87,1,0,1,21,0,0,0,0,2,2016,4,135,5,369000,27210,4586
Hoevenen,2940,house,259000,2,70,1,0,1,21,0,0,0,90,3,1920,3,335,3,305000,33477,3700
Molenbeek-saint-jean,1080,apartment,139600,1,60,1,0,1,11,0,0,0,0,2,1960,3,185,3,215000,21062,2326
Tienen,3300,apartment,185000,2,80,0,0,1,4,0,0,0,0,2,1970,4,207,5,249000,29289,2312
Westerlotongerlo,2260,house,524000,3,265,1,0,1,36,1,797,0,797,4,1976,6,99,5,290000,31616,1977
Turnhout,2300,house,469000,4,278,1,0,0,0,0,0,0,1048,4,1978,2,462,3,250000,27404,1687
Huy,4500,apartment,249000,2,83,1,0,1,10,0,0,0,0,2,2017,5,88,3,196000,24184,3000
Uccle,1180,apartment,280000,2,80,0,0,1,9,0,0,0,0,3,1963,2,265,1,390000,26467,3500
Lint,2547,duplex,209000,1,73,1,0,0,0,0,0,0,0,2,1979,5,176,3,370000,34512,2863
Korbeek-lo,3360,house,625000,5,237,1,0,1,24,1,228,0,324,3,2007,5,154,5,435000,37719,2637
Kortrijk,8500,loft,595000,3,195,1,1,1,92,0,0,0,0,2,1967,5,145,4,265000,28248,3051
Ixelles,1050,apartment,395000,3,117,1,0,0,0,0,0,0,0,2,1965,2,225,1,350000,23014,3376
Machelen,1830,house,435000,3,242,0,0,0,0,0,0,0,349,3,1964,1,617,3,312500,28317,1797
Ixelles,1050,duplex,700000,3,203,1,0,0,0,0,0,0,0,2,1992,4,131,5,350000,23014,3448
Riemst,3770,house,655000,4,305,0,0,0,0,0,0,0,2907,4,1997,5,176,5,263750,30331,2147
Hamme,9220,house,485000,3,326,0,0,0,0,0,0,0,850,4,1986,3,324,1,260000,29245,1487
Deinze,9800,house,495000,4,231,0,0,1,12,1,474,0,705,4,1971,5,197,3,320500,31900,2142
Bassengeeben-emael,4690,house,534000,4,225,1,0,0,0,1,120,0,870,3,1956,4,248,5,193000,28381,2373
Herstal,4040,house,210000,4,165,1,0,1,14,1,41,0,174,3,1950,3,281,3,170000,24271,1272
Dilbeek-groot-bijgaarden,1702,house,649000,6,275,1,0,1,25,1,190,0,390,3,1991,5,146,3,385000,32113,2360
Saint-nicolas,4420,house,315000,3,140,1,0,1,13,1,117,0,177,2,1980,4,183,3,170000,24020,2250
Fontaine-leveque,6140,house,249999,3,179,0,0,1,10,1,185,0,70,3,1950,3,334,3,150000,24918,1396
Zelzate,9060,house,339000,3,128,0,0,0,0,0,0,0,107,4,2008,5,147,5,254000,29651,2648
Begijnendijk,3130,house,438000,3,136,1,0,0,0,0,0,0,338,3,2018,6,97,5,330000,33342,3220
Leuven,3000,flat-studio,209000,1,35,1,0,0,0,0,0,0,0,2,1996,3,327,3,340000,30408,5971
De-panne,8660,house,425000,3,135,1,0,0,0,0,0,0,565,3,1991,2,430,3,227000,26096,3148
Mechelen,2800,apartment,250000,2,86,1,0,1,5,0,0,0,0,2,1977,5,168,3,312500,29870,2906
Oostende,8400,apartment,183000,2,86,1,0,1,1,0,0,0,0,2,1994,5,182,3,235000,25991,2127
Grcace-hollogne,4460,house,215000,2,100,1,0,1,10,1,40,0,150,3,1977,1,442,3,187000,25798,2150
Heist-aan-zee,8301,apartment,499000,2,85,0,0,1,12,0,0,0,0,2,1998,5,128,5,592500,28601,5870
Boom,2850,apartment,209000,2,75,0,0,1,8,0,0,0,0,2,2010,4,241,3,258000,27780,2786
Kortrijk,8500,apartment,219000,2,73,1,0,0,0,0,0,0,0,3,2012,5,125,3,265000,28248,3000
Beersel,1650,loft,319000,1,77,0,0,0,0,0,0,0,0,2,2019,5,142,3,396000,32780,4142
Schelle,2627,house,399000,5,160,1,0,0,0,0,0,0,399,3,1971,3,323,3,289000,33215,2493
Geraardsbergen,9500,house,110000,2,120,0,0,0,0,0,0,0,191,2,1899,2,496,1,238500,29578,916
Ixelles,1050,flat-studio,270000,1,55,1,0,1,5,0,0,0,0,4,1979,3,178,5,350000,23014,4909
Heist-aan-zee,8301,apartment,395000,2,88,0,0,1,5,0,0,0,0,2,2009,6,71,5,592500,28601,4488
Ixelles,1050,flat-studio,233000,1,47,1,0,0,0,0,0,0,0,4,1979,4,148,5,350000,23014,4957
Willebroek,2830,house,249000,2,86,0,0,0,0,0,0,0,125,4,1958,2,499,3,286750,29939,2895
Geraardsbergen,9500,apartment,315000,2,115,1,0,1,12,0,0,0,0,2,1930,6,100,5,238500,29578,2739
Maldegem,9990,duplex,360000,2,104,1,0,1,10,0,0,0,0,2,2023,6,20,5,294000,30415,3461
Roeselare,8800,apartment,245000,2,86,1,0,1,130,1,20,0,0,3,2011,5,137,5,238106,28720,2848
Maldegem,9990,duplex,365000,2,105,1,0,1,11,0,0,0,0,2,2023,6,20,5,294000,30415,3476
Dendermonde,9200,house,223000,3,151,0,0,0,0,0,0,0,379,2,1955,4,290,2,265000,30172,1476
Evere,1140,apartment,364000,2,88,1,0,1,2,0,0,0,0,2,2023,6,45,5,257500,24158,4136
Geel,2440,house,310000,4,128,0,0,0,0,0,0,0,1095,3,1969,3,393,3,270000,30648,2421
Tielt,8700,apartment,192000,1,72,1,0,1,8,0,0,0,0,2,2012,5,109,5,275000,29505,2666
Lahulpe,1310,house,450000,3,130,1,0,1,15,1,500,0,760,3,1930,4,252,4,450000,29267,3461
Stabroek,2940,apartment,245000,1,77,1,0,1,16,1,35,0,0,3,2004,5,192,5,305000,33477,3181
Evere,1140,apartment,250000,2,93,1,0,1,10,0,0,0,0,2,1970,2,216,3,257500,24158,2688
Asse,1730,house,325000,3,179,0,0,1,13,1,45,0,230,2,1961,2,484,2,288000,29699,1815
Kontich,2550,ground-floor,275000,1,106,1,0,1,15,1,60,0,0,1,1958,4,293,4,359000,33894,2594
Seraingjemeppesur-meuse,4101,house,180000,6,230,0,1,1,15,1,300,0,400,2,1950,1,488,2,164500,23333,782
Perwez,1360,villa,720000,5,380,1,0,1,1,1,1,0,1470,4,1998,4,237,3,310000,29651,1894
Willebroek,2830,house,249000,4,200,0,0,0,0,0,0,0,301,3,1969,4,299,2,286750,29939,1245
Stekene,9190,apartment,525000,5,245,0,0,0,0,0,0,0,0,4,1996,5,178,2,295000,31641,2142
Mouscron,7700,house,184000,5,250,1,0,1,15,1,100,0,265,2,1950,2,394,1,173500,24752,736
Wavre,1300,house,795000,6,270,1,0,1,153,1,800,0,1100,2,2010,5,146,5,310000,28507,2944
Arendonk,2370,house,360000,4,276,1,0,0,0,0,0,0,775,4,1968,2,486,3,294500,30737,1304
Keerbergen,3140,exceptional-property,695000,5,400,1,0,0,0,0,0,1,2414,4,1985,5,199,3,449500,35954,1737
Koksijde,8670,apartment,310000,1,59,0,0,1,3,0,0,0,0,2,2023,6,25,3,300000,30348,5254
Godinne,5530,house,115000,2,57,1,1,0,0,1,284,0,284,4,2014,0,531,5,250000,29519,2017
Evere,1140,apartment,285000,2,80,1,1,1,1,1,15,0,0,3,1962,2,271,5,257500,24158,3562
Beerse,2340,house,425000,4,233,1,0,0,0,0,0,0,720,4,1970,3,322,3,375000,32645,1824
Kortrijk,8500,apartment,255000,2,85,0,0,1,50,0,0,0,0,2,2018,5,124,3,265000,28248,3000
Bonheiden,2820,house,565000,5,295,0,0,0,0,0,0,0,1071,4,1968,3,394,2,400000,34766,1915
Koekelare,8680,house,315000,3,200,0,0,0,0,0,0,0,904,4,1973,2,470,5,275000,29558,1575
Pittem,8740,house,228000,3,272,0,0,0,0,1,480,0,865,3,1930,1,511,1,309000,30145,838
Westerlo,2260,house,269000,3,235,0,0,0,0,0,0,0,1374,4,1968,1,982,1,290000,31616,1144
Anderlues,6150,villa,329999,5,241,1,0,0,0,0,0,0,615,4,2000,3,274,3,175200,25325,1369
Kapelle-op-den-bos,1880,villa,795000,4,255,1,1,0,0,0,0,0,1276,4,1988,4,258,3,375000,32868,3117
Arendonk,2370,house,549000,4,231,1,0,1,50,1,220,1,675,4,1979,5,166,3,294500,30737,2376
Lokeren,9160,house,609000,5,352,0,0,1,15,0,0,0,748,3,1988,5,136,5,295000,30290,1730
Molenbeek-saint-jean,1080,apartment,210000,2,75,0,0,0,0,0,0,0,0,2,1938,3,174,5,215000,21062,2800
Kessel,2560,house,335000,3,140,0,0,0,0,1,683,0,780,3,1957,2,474,2,315000,31353,2392
Ronse,9600,house,139000,2,130,0,0,0,0,1,40,0,240,2,1930,2,428,1,203500,25716,1069
Mechelen,2800,apartment,335000,3,107,0,0,0,0,0,0,0,0,2,1978,5,177,3,312500,29870,3130
Woluwe-saint-pierre,1150,apartment,578000,2,138,1,0,0,0,0,0,0,0,2,1960,3,163,3,465000,29516,4188
Gent,9000,apartment,275000,1,70,0,0,0,0,0,0,0,0,2,1961,5,162,3,335000,27,3928
Herstal,4040,penthouse,249000,2,80,1,0,1,60,0,0,0,0,4,2014,5,128,5,170000,24271,3112
Kontich,2550,house,389000,3,163,1,0,0,0,1,130,0,215,3,1930,4,278,3,359000,33894,2386
Geraardsbergen,9500,house,269500,5,358,1,0,1,1,1,1,0,650,2,1930,1,568,1,238500,29578,752
Zele,9240,apartment,285000,2,95,1,0,0,0,0,0,0,0,2,2015,6,87,5,275000,29536,3000
Gerpinnes,6280,apartment,309000,3,96,1,0,1,7,0,0,0,0,4,2009,4,173,3,275000,30371,3218
Sint-pieters-leeuw,1600,apartment,249000,2,97,1,0,1,4,0,0,0,0,2,1980,5,195,3,325000,29043,2567
Bruxelles,1000,apartment,440000,2,103,1,0,1,10,0,0,0,0,2,2014,5,76,2,275000,21541,4271
Denderleeuw,9470,apartment,259000,2,88,1,0,0,0,0,0,0,0,2,2009,6,92,3,271000,30889,2943
Messancy,6780,apartment,220000,5,198,0,0,0,0,0,0,0,0,2,1850,0,520,1,310450,36664,1111
Nijlen,2560,house,319000,4,167,0,0,0,0,0,0,0,744,3,1963,1,576,1,315000,31353,1910
Sint-pieters-woluwe,1150,house,465000,3,147,1,0,1,20,0,0,0,100,2,1926,2,267,1,465000,29516,3163
Anderlecht,1070,apartment,329000,2,175,1,0,0,0,0,0,0,0,2,1962,0,588,3,220000,21336,1880
Ixelles,1050,apartment,1090000,3,219,1,0,1,12,0,0,0,0,3,1960,4,143,5,350000,23014,4977
Bruxelles,1000,apartment,1090000,3,219,1,0,1,12,0,0,0,0,3,1960,4,143,5,275000,21541,4977
Kluisbergen,9690,house,255000,3,144,0,0,0,0,0,0,0,238,4,1969,3,400,3,276000,32017,1770
Oudenaarde,9700,penthouse,515000,3,130,1,0,1,25,0,0,0,0,4,2012,5,135,5,275000,30647,3961
Erpe-mere,9420,house,395000,3,220,1,0,0,0,0,0,0,372,3,1960,5,152,5,287580,32874,1795
Zelzate,9060,house,334000,3,106,0,0,1,10,0,0,0,167,2,2021,6,10,5,254000,29651,3150
Houtvenne,2235,house,225000,3,166,0,0,0,0,0,0,0,458,4,1961,1,751,1,312500,30927,1355
Gent,9000,house,398000,4,116,1,0,1,8,1,80,0,160,2,1936,6,99,5,335000,27,3431
Liedekerke,1770,house,399000,4,240,0,0,0,0,0,0,0,487,2,1977,5,108,5,310000,30325,1662
Ham-sur-heure-nalinnes,6120,apartment,267292,1,82,1,0,1,26,1,43,0,0,3,2024,6,78,5,250000,32327,3259
Vorst,1190,apartment,385000,2,103,1,0,0,0,0,0,0,0,4,2013,2,235,3,280000,22908,3737
Liege,4000,house,99000,4,121,1,0,0,0,1,60,0,120,2,1918,0,613,2,170000,22738,818
