Standardized Median Revenue per Commune,Standardized Median Price per Commune,Standardized Livable Space (m2),Standardized Subtype of Property Score,Standardized State of the Building Score,Standardized PEB Score,Standardized Primary Energy Consumption (kWh/m2),Standardized Surface of the Land (m2),Standardized Construction Year,Standardized Number of Rooms,Standardized Number of Facades
0.626,-0.534,0.296,-0.285,-0.832,1.279,0.045,-0.414,-1.252,-0.005,-0.946
-1.358,-1.024,-0.775,-0.565,-0.832,-1.138,-0.175,-0.519,0.149,-0.752,-0.946
0.258,-0.736,-0.343,-0.285,-0.832,-0.402,0.617,0.342,-0.182,-0.005,1.37
0.766,0.308,1.245,2.989,-0.832,0.268,-1.418,1.442,1.448,0.741,1.37
0.846,0.979,1.151,2.989,-0.832,-0.075,-0.527,1.384,0.913,-0.005,1.37
1.804,1.672,-0.306,-0.285,1.167,-0.075,-0.499,-0.426,-0.946,-0.005,0.212
-1.04,-1.576,1.094,-0.285,-0.832,-0.402,0.282,-0.261,-1.965,0.741,-0.946
-1.267,-0.289,0.23,1.399,1.167,-0.075,-1.038,-0.519,1.473,-0.005,1.37
-0.43,-0.963,-0.005,-0.285,0.134,0.521,0.904,0.088,-2.984,0.741,0.212
-5.352,0.446,-0.634,-0.565,0.566,1.279,-0.197,-0.519,-0.029,-0.752,-0.946
0.263,-0.473,0.653,-0.285,-0.832,1.279,0.095,-0.313,-0.131,0.741,-0.946
-0.176,-1.208,-0.973,-0.565,-0.832,-0.075,-0.521,-0.519,0.913,-0.752,-0.946
0.624,-0.387,0.418,-0.285,-0.832,-0.075,-0.884,0.389,1.091,1.487,1.37
0.195,-0.473,-0.146,-0.285,-0.832,-0.402,0.628,0.028,0.225,-0.005,0.212
0.314,0.17,-0.916,-0.565,-0.832,-0.075,-0.813,-0.519,-0.208,-0.752,-0.946
-0.292,-0.865,-0.945,-0.565,0.134,1.279,-0.439,-0.519,0.302,-0.752,-0.946
0.885,2.836,-0.963,-0.565,0.021,-1.138,0.7,-0.519,0.149,-0.752,-0.946
0.65,0.507,-0.259,-0.285,-0.832,0.521,2.273,-0.069,-0.182,-0.752,1.37
-0.739,-0.381,-0.681,-0.565,1.167,1.279,-0.928,-0.519,0.989,-0.752,-0.946
-0.658,-1.533,0.775,2.989,1.167,-0.402,0.315,0.513,-0.131,-0.005,1.37
-0.988,0.63,-0.963,-0.565,1.167,-0.075,-1.132,-0.519,1.346,-1.498,-0.946
0.394,-0.044,-0.926,-0.565,-0.832,1.279,-0.191,-0.519,0.709,-0.752,-0.946
-0.191,0.863,0.728,1.399,0.134,-2.792,0.716,-0.519,0.149,1.487,0.212
0.036,-1.392,0.296,-0.285,-0.832,-0.075,-0.989,-0.422,-2.984,-0.005,-0.946
0.94,1.243,0.267,-0.285,-0.832,1.279,-0.345,0.237,0.633,-0.005,1.37
0.6,0.14,0.239,-0.285,0.134,0.521,2.235,0.303,-0.284,-0.005,1.37
0.255,-0.289,-0.306,-0.285,1.167,1.279,0.106,0.101,0.327,-0.005,1.37
-0.355,-0.596,2.607,-0.285,-0.832,-0.075,-0.774,-0.248,-1.71,-0.005,-0.946
-0.481,-0.473,-0.588,-0.565,1.167,1.279,-0.175,-0.519,0.225,-0.752,-2.104
-0.49,-1.331,-0.588,-0.285,1.167,-0.075,-1.049,-0.069,1.27,-0.005,0.212
0.401,-0.427,0.211,-0.285,-0.832,-0.075,-0.884,-0.086,1.168,0.741,-0.946
0.645,1.059,1.902,2.989,-0.832,-0.402,0.397,2.236,-0.157,2.234,1.37
0.394,-0.044,-0.625,-0.565,-0.832,-0.075,-0.505,-0.519,0.098,-0.752,-0.946
0.247,2.039,0.258,-0.285,1.167,-2.792,0.815,-0.406,-1.608,-0.005,-0.946
-0.459,-1.368,-0.202,-0.285,0.134,-0.402,0.26,-0.028,-0.208,-0.752,-0.946
0.152,0.017,-1.104,-0.565,-0.832,0.268,-1.027,-0.519,1.168,-1.498,-0.946
-0.154,-0.596,0.22,-0.565,-0.832,-0.075,-0.791,-0.519,0.811,0.741,-0.946
0.341,-0.32,-0.559,-0.285,-0.832,0.521,3.219,0.036,-2.984,-0.005,0.212
1.243,1.243,0.446,-0.285,-0.832,-1.138,0.937,1.413,-0.233,0.741,1.37
-0.512,-1.27,1.536,-0.285,0.134,-0.402,0.172,1.235,-0.131,2.234,1.37
-0.475,-1.165,0.145,-0.285,0.566,1.279,-0.356,-0.437,-0.819,-0.005,-0.946
0.006,-0.412,0.784,-0.285,1.167,-0.075,-0.719,0.367,0.76,0.741,1.37
1.099,-0.148,-1.01,-0.565,-0.832,0.521,0.848,-0.519,1.015,-0.752,0.212
1.058,0.483,-0.437,-0.565,1.167,0.268,-1.528,-0.519,1.372,-0.005,1.37
-0.292,-0.865,-1.038,-0.565,0.021,-1.138,0.425,-0.519,0.276,-0.752,0.212
0.841,0.936,0.174,-0.285,1.167,1.279,-0.389,0.081,0.837,-0.005,1.37
0.203,-0.608,0.07,-0.285,-0.832,0.521,1.652,0.13,0.506,-0.005,1.37
0.671,0.262,2.964,2.989,-0.832,1.279,0.073,0.398,-1.634,2.234,1.37
0.064,-0.479,-0.559,-0.565,-0.832,0.268,-1.209,-0.519,1.27,0.741,-0.946
0.996,1.549,1.479,2.989,-0.832,-0.075,-0.906,0.619,0.989,0.741,1.37
-0.083,-0.497,0.296,-0.565,1.167,-0.075,-0.692,-0.519,1.117,-0.005,1.37
0.276,-0.412,0.249,1.399,-0.832,1.279,0.073,-0.519,0.989,-0.752,-0.946
0.055,0.14,-0.728,-0.565,1.167,0.268,-1.143,-0.519,1.27,-0.752,0.212
0.461,-0.289,-0.644,-0.285,1.167,-0.075,-0.681,-0.457,-1.252,-0.005,-0.946
-0.481,-0.473,0.408,-0.285,0.021,-0.402,0.37,-0.445,-2.347,0.741,-0.946
1.009,0.201,-0.184,-0.285,0.021,0.521,1.294,0.889,0.251,-0.005,1.37
0.806,-0.412,-0.916,-0.565,0.134,-1.138,0.887,-0.519,0.2,-1.498,-0.946
1.282,0.936,1.414,-0.285,-0.832,-1.138,0.942,-0.009,-0.258,0.741,0.212
0.327,-0.145,-0.456,-0.565,0.021,1.279,-0.378,-0.519,-0.106,-0.005,-0.946
0.514,0.17,0.474,-0.285,1.167,0.268,-1.055,-0.008,1.142,-0.005,0.212
0.305,-0.228,-0.39,-0.285,0.021,-0.402,0.397,-0.355,-0.208,-0.005,-0.946
0.04,-0.602,1.667,-0.285,-0.832,1.279,-0.549,0.513,0.709,0.741,1.37
-1.358,-1.024,-0.898,-0.565,-0.832,-0.402,-0.532,-0.519,0.047,-0.752,-0.946
-0.771,-0.504,-0.456,1.399,1.167,1.279,-0.906,-0.519,1.422,-0.005,-0.946
0.073,3.602,-0.832,-0.565,-0.832,0.268,-1.093,-0.519,0.531,-0.752,1.37
2.478,0.814,-0.014,-0.285,-0.832,1.279,-0.373,0.545,0.429,-0.005,1.37
0.657,0.385,1.066,-0.285,-0.832,-0.402,0.32,0.395,0.658,-0.005,1.37
-0.988,0.63,-0.747,-0.565,0.134,-1.138,-0.263,-0.519,-0.182,-0.005,-0.946
-0.481,-0.473,-1.01,-0.565,1.167,0.268,-0.989,-0.519,1.295,-1.498,-0.946
0.701,0.164,-0.569,0.674,-0.832,1.279,-0.23,-0.519,0.684,-0.752,-0.946
-0.332,1.12,0.681,-0.285,1.167,-1.138,-0.153,-0.217,-0.284,-0.752,0.212
0.378,-0.167,0.014,-0.565,-0.832,1.279,-0.175,-0.519,0.531,-0.005,-0.946
-0.433,-1.502,-0.4,-0.285,-0.832,0.521,0.948,0.409,0.327,-0.005,1.37
-0.817,-1.76,-0.202,2.989,0.021,-2.792,1.498,0.502,0.047,-0.005,1.37
-0.332,1.12,0.972,-0.285,1.167,-2.792,0.496,0.209,-0.87,0.741,1.37
0.26,-0.473,0.267,-0.285,0.021,-0.402,0.315,0.708,-0.08,-0.005,1.37
0.657,0.385,-0.071,-0.285,-0.832,1.279,-0.246,-0.199,0.709,-0.005,-0.946
1.629,1.12,0.352,-0.285,1.167,0.268,-1.407,0.087,1.448,0.741,0.212
1.243,1.243,-0.043,1.061,1.167,-0.075,-0.45,-0.286,-0.87,-0.005,0.212
1.154,1.549,0.258,2.989,0.021,0.521,1.454,1.282,-0.258,-0.005,1.37
0.569,0.501,-0.869,-0.565,0.021,-1.138,0.793,-0.519,-0.437,-0.752,-0.946
0.073,3.602,-0.794,-0.565,1.167,-0.075,-0.538,-0.519,0.327,-0.752,-0.946
-0.332,1.12,-0.165,0.674,-0.832,-0.402,-0.703,-0.519,0.047,-0.005,-0.946
-0.988,0.63,-0.212,-0.565,1.167,-1.138,-0.235,-0.519,-0.946,-0.752,-0.946
0.507,-0.338,0.916,-0.285,-0.832,-1.138,1.091,-0.251,-0.182,1.487,-0.946
-1.306,-0.963,-0.634,-0.565,-0.832,1.279,-0.989,-0.519,1.066,-0.752,-0.946
0.567,-0.228,1.667,2.989,-0.832,-0.075,-0.813,0.37,1.142,-0.005,1.37
-0.433,-1.502,-0.193,-0.285,-0.832,-0.402,0.001,0.199,-0.08,0.741,1.37
-0.189,-0.568,-0.728,-0.565,1.167,0.268,-1.104,-0.519,1.397,-0.005,-0.946
-0.749,-1.576,-0.794,-0.285,-0.832,-1.138,0.463,0.107,-1.252,-0.005,-0.946
-0.797,-1.576,-0.456,-0.285,-0.832,-0.402,0.117,-0.343,0.022,-0.005,0.212
0.247,2.039,-0.494,-0.565,1.167,-1.138,-0.098,-0.519,-0.131,-0.005,0.212
0.371,-0.412,0.916,-0.285,1.167,-0.075,-0.785,0.268,1.04,1.487,1.37
-1.306,-0.963,-0.766,-0.565,1.167,0.268,-1.291,-0.519,1.473,-0.752,-0.946
0.394,-0.044,0.07,-0.285,1.167,0.268,-0.983,-0.113,1.015,1.487,-0.946
0.86,0.115,-0.306,-0.565,-0.832,1.279,-0.224,-0.519,0.506,-0.005,-0.946
-0.166,-0.473,-0.653,-0.285,-0.832,0.521,3.076,-0.128,-0.284,-0.752,1.37
-0.988,0.63,-1.255,-0.939,0.134,-0.402,-0.538,-0.519,-0.004,-1.498,-0.946
0.247,2.039,-0.343,1.399,0.021,1.279,-0.725,-0.519,0.633,-0.005,-0.946
0.529,-1.086,0.089,-0.285,1.167,-0.075,-0.598,0.1,1.091,-0.005,1.37
0.91,0.477,-0.306,-0.285,1.167,1.279,-0.197,-0.155,0.353,-0.005,1.37
0.009,-0.412,0.888,-0.565,0.566,0.268,-1.033,-0.519,-1.073,-0.752,-0.946
-5.352,0.446,0.08,-0.285,0.021,-0.075,-0.499,-0.39,-0.793,1.487,-0.946
1.097,0.817,2.673,-0.285,1.167,0.268,-1.099,3.609,1.372,1.487,1.37
0.461,-0.35,-0.165,-0.285,0.021,0.521,1.256,-0.267,0.251,-0.005,0.212
-1.358,-1.024,-0.043,-0.565,-0.832,-0.075,-1.016,-0.519,1.066,1.487,-0.946
0.626,-0.534,0.023,-0.285,0.134,-1.138,0.832,-0.266,-0.131,-0.005,-0.946
1.099,-0.148,-0.785,-0.565,-0.832,-0.075,-0.769,-0.519,0.964,-0.005,-0.946
-1.437,-0.093,-0.353,-0.565,0.134,-2.792,0.452,-0.519,-0.946,-0.005,-0.946
0.199,1.856,0.164,2.989,-0.832,-0.402,0.001,0.146,0.073,0.741,1.37
-0.02,-0.197,-0.071,-0.285,1.167,-0.402,-0.098,1.673,0.073,1.487,1.37
0.474,0.324,0.202,-0.285,0.134,0.521,1.327,-0.148,-0.004,-0.752,-0.946
-0.423,-0.779,0.822,2.989,1.167,1.279,-0.318,0.081,0.684,-0.752,1.37
0.542,0.936,-0.588,-0.285,0.134,0.521,1.058,-0.041,-2.984,-0.752,0.212
0.461,-0.289,0.192,-0.285,-0.832,-0.075,-0.626,-0.252,1.066,-0.005,-0.946
0.626,-0.596,-1.038,-0.285,1.167,-0.402,-0.12,-0.478,-1.252,-1.498,-0.946
0.745,0.765,0.07,-0.285,1.167,-0.075,-0.582,0.396,1.066,-0.005,1.37
-0.332,1.12,1.075,1.399,1.167,-0.402,-0.477,-0.519,0.022,0.741,-0.946
-0.423,-0.779,-0.099,-0.285,-0.832,1.279,-0.279,-0.381,-0.946,-0.005,-0.946
-5.352,0.446,-0.775,-0.565,1.167,-0.075,-0.945,-0.519,0.073,-0.752,-0.946
0.336,1.856,-0.494,2.989,0.566,-0.402,0.287,0.146,-0.717,-0.752,1.37
-1.04,-1.576,-0.757,-0.285,-0.832,1.279,-0.208,-0.457,-0.946,-0.005,-0.946
-0.864,0.305,1.526,-0.565,0.566,-1.138,-0.059,-0.519,-1.456,0.741,0.212
0.567,-0.167,-0.4,-0.285,0.134,0.521,3.703,0.306,-0.335,1.487,1.37
0.469,0.581,0.484,-0.285,-0.832,-0.075,-0.472,-0.273,0.76,0.741,-0.946
-0.332,1.12,-0.033,-0.285,0.134,-2.792,0.617,-0.249,-0.055,-0.005,-0.946
0.314,0.17,-0.184,-0.285,0.566,-0.402,0.232,-0.39,-0.946,0.741,-0.946
-0.751,-1.882,0.728,-0.285,-0.832,-2.792,1.828,0.327,-0.691,0.741,0.212
-0.476,-0.779,-1.104,-0.565,-0.832,-0.075,-0.945,-0.519,0.786,-1.498,-0.946
-0.139,-0.684,-0.033,-0.565,0.021,1.279,-0.345,-0.519,0.327,-0.752,1.37
0.327,-0.145,-0.559,-0.285,0.134,0.521,2.103,-0.227,-0.946,-0.752,1.37
0.152,0.017,-0.681,-0.285,-0.832,-0.075,-0.505,-0.468,-1.71,-0.752,-0.946
0.314,0.17,-0.259,-0.285,0.134,1.279,-0.158,-0.251,-0.309,-0.005,-0.946
0.396,-0.663,0.023,2.989,-0.832,-0.075,-0.906,0.565,1.27,-0.005,1.37
0.327,-0.145,0.653,-0.285,-0.832,-0.402,0.425,0.255,0.022,1.487,1.37
0.657,0.385,-0.08,-0.285,-0.832,1.279,0.056,-0.291,-0.309,-0.005,1.37
0.555,2.162,-0.259,-0.285,0.134,0.521,0.959,0.264,-0.309,-0.005,0.212
-1.197,-0.289,0.916,-0.285,-0.832,-1.138,-0.026,-0.344,-0.946,1.487,-0.946
0.985,1.427,0.267,-0.285,0.021,-1.138,0.755,-0.107,-0.335,-0.752,1.37
0.47,-0.121,0.258,-0.285,-0.832,0.521,2.774,0.306,-0.182,-0.005,0.212
0.347,-0.632,-0.512,0.674,1.167,1.279,-0.219,-0.519,0.888,-0.005,-0.946
0.009,-1.392,0.38,-0.285,0.566,-0.075,-0.851,0.595,1.066,0.741,0.212
-5.352,0.446,-0.531,-0.285,0.134,-1.138,0.804,-0.4,-0.691,-0.005,-0.946
1.575,0.998,0.22,-0.285,-0.832,-0.402,0.386,-0.217,0.047,-0.005,0.212
-0.49,-1.331,-0.681,-0.285,-0.832,-1.138,0.799,-0.148,-0.437,-0.752,0.212
0.346,-0.228,-0.212,-0.285,-0.832,-1.138,0.992,-0.375,-1.252,-0.752,0.212
1.123,0.506,-0.775,0.819,-0.832,1.279,-0.252,-0.519,0.225,-0.752,-0.946
-1.267,-0.289,-0.465,-0.565,-0.832,-0.402,-0.587,-0.519,0.709,-1.498,-0.946
-0.383,-1.331,0.051,-0.285,0.134,-1.138,0.716,0.059,-1.71,2.234,0.212
-0.481,-0.473,-0.362,1.399,1.167,0.268,-1.192,-0.519,1.448,-0.005,1.37
0.671,0.262,-0.052,-0.285,0.134,0.521,1.916,1.562,0.225,-0.005,0.212
0.637,-0.363,0.794,-0.285,1.167,-0.075,-0.466,0.901,0.506,0.741,1.37
0.26,-0.473,-0.822,-0.565,1.167,-0.075,-0.928,-0.519,0.939,-0.752,0.212
-0.332,1.12,2.25,2.989,-0.832,-0.402,-0.417,0.561,-0.411,0.741,1.37
0.514,0.17,-0.4,1.399,-0.832,-0.075,-0.571,-0.519,0.964,-0.005,0.212
-0.749,-1.576,-0.766,-0.285,1.167,-0.402,0.117,-0.305,0.047,-0.005,-0.946
0.314,0.17,-0.418,-0.285,0.134,0.521,3.494,-0.034,-0.946,-0.005,0.212
1.575,0.998,0.267,2.989,1.167,-0.075,-0.444,0.355,0.582,0.741,1.37
0.474,0.247,-0.475,-0.285,-0.832,0.521,2.064,-0.205,-0.258,-0.752,0.212
0.327,-0.145,-0.324,-0.285,-0.832,0.268,-1.022,-0.396,-1.965,-0.752,0.212
-0.01,-0.73,-1.198,-0.565,-0.832,-0.075,-0.714,-0.519,0.607,-1.498,-0.946
-0.154,-0.596,-0.851,-0.565,-0.832,1.279,0.018,-0.519,0.2,-0.752,-0.946
-1.197,-0.289,-0.634,-0.565,0.134,0.521,0.117,-0.519,-0.233,-0.752,0.212
-1.197,-0.289,-1.085,-0.565,-0.832,-0.402,-0.576,-0.519,-1.379,-0.752,-0.946
1.046,0.863,1.151,-0.285,0.134,0.521,1.36,0.125,-0.182,-0.005,0.212
-1.358,-1.024,-0.916,-0.565,0.021,-0.402,-0.648,-0.519,-0.004,-0.752,-0.946
-1.04,-1.576,-1.038,-0.565,1.167,0.268,-1.258,-0.519,1.448,-1.498,1.37
-0.658,-1.533,-0.494,-0.565,-0.832,-0.075,-0.983,-0.519,0.837,-0.005,-0.946
0.409,-0.289,-0.907,1.384,1.167,0.268,-1.088,-0.519,1.219,-0.752,0.212
0.944,0.522,0.916,-0.285,-0.832,-0.402,0.463,3.237,0.378,0.741,1.37
-1.008,-0.228,-0.963,-0.565,-0.832,0.521,0.238,-0.519,-1.226,-1.498,-0.946
0.306,-0.301,-0.578,-0.285,-0.832,-0.075,-0.516,0.33,-0.055,-0.752,0.212
-0.768,-0.779,0.23,-0.565,-0.832,-0.402,-0.664,-0.519,0.073,0.741,-0.946
0.258,-0.736,-0.052,-0.285,-0.832,-0.402,0.529,0.564,-0.742,-0.005,-0.946
0.33,-0.822,-0.766,-0.379,-0.832,-1.138,0.771,-0.416,0.124,-1.498,-0.946
-0.988,0.63,-0.851,-0.565,-0.832,-1.138,-0.279,-0.519,-0.819,-0.752,-0.946
0.095,-0.741,0.427,-0.285,0.134,0.521,2.037,-0.334,-0.946,0.741,-0.946
0.276,-0.412,0.07,1.399,-0.832,-0.075,-0.857,-0.519,0.837,0.741,-0.946
0.615,-0.289,1.423,-0.285,0.021,-0.402,0.243,0.224,-0.004,0.741,1.37
-1.358,-1.024,-0.992,1.399,-0.832,-1.138,-0.054,-0.519,0.2,-1.498,-0.946
0.267,-0.105,-0.512,0.674,-0.832,0.268,-1.126,-0.519,1.321,-0.005,0.212
0.461,-0.289,-0.4,1.399,1.167,-0.075,-0.791,-0.519,1.142,-0.005,1.37
1.097,0.817,-0.766,-0.565,-0.832,-0.075,-0.499,-0.519,0.251,-0.752,-0.946
-1.267,-0.289,-0.512,-0.565,1.167,0.268,-1.368,-0.519,1.448,-0.005,1.37
0.006,-0.412,0.08,1.399,1.167,1.279,-0.356,-0.519,1.091,-0.752,0.212
0.832,-0.228,-0.663,-0.565,-0.832,-0.075,-0.62,-0.519,0.862,-0.752,1.37
1.099,-0.148,0.127,-0.285,0.021,-1.138,0.557,-0.364,-1.201,0.741,-0.946
0.095,-0.741,-0.728,-0.285,1.167,-0.402,0.188,-0.459,-1.226,0.741,-0.946
0.423,0.677,0.568,-0.285,1.167,0.268,-1.434,0.756,1.346,-0.005,1.37
0.203,-0.608,0.258,-0.285,0.134,0.521,2.35,-0.024,-1.048,-0.005,1.37
-1.358,-1.024,-0.775,-0.565,-0.832,-0.075,-1.06,-0.519,1.04,-0.752,1.37
-0.176,-1.208,-1.067,-0.565,-0.832,-0.075,-0.681,-0.519,-0.004,-1.498,-0.946
-0.475,-1.165,1.639,-0.285,0.021,1.279,-0.334,1.018,0.225,0.741,-0.946
-0.176,-1.208,-1.114,-0.939,-0.832,-0.075,-0.455,-0.519,0.022,-1.498,-0.946
0.745,0.765,-0.447,-0.285,1.167,-1.138,1.107,-0.169,-0.386,-0.752,1.37
1.099,-0.148,1.639,-0.285,-0.832,1.279,-0.417,-0.082,-0.768,1.487,-0.946
1.058,0.483,-0.014,-0.285,1.167,0.268,-1.528,-0.318,1.372,-0.005,-0.946
0.932,0.844,0.305,2.989,0.021,0.521,1.855,1.655,0.124,1.487,1.37
0.281,-0.13,0.7,-0.285,0.021,1.279,-0.131,-0.272,-0.004,1.487,0.212
0.358,0.118,-0.775,-0.285,1.167,-1.138,0.909,-0.404,-0.946,-0.752,-0.946
-5.352,0.446,-0.428,-0.565,0.134,0.521,3.439,-0.519,0.633,-0.005,-0.946
-1.306,-0.963,-0.681,-0.565,1.167,-0.075,-1.06,-0.519,1.244,-0.752,-0.946
0.879,2.836,2.654,1.061,0.566,-0.402,0.496,1.433,-0.258,1.487,1.37
0.247,2.039,0.352,2.989,1.167,-2.792,2.229,0.092,0.073,0.741,1.37
-0.083,-0.497,1.79,2.989,-0.832,1.279,0.078,0.333,0.709,2.234,1.37
0.411,-0.375,-0.794,-0.565,1.167,-0.075,-0.807,-0.519,0.939,-0.752,-0.946
-0.475,-1.165,0.643,-0.285,0.134,0.521,1.954,-0.055,-1.456,-0.005,0.212
0.392,-0.586,-0.447,-0.285,0.021,0.521,1.223,0.192,-0.462,-0.752,0.212
-0.567,-1.423,-0.353,-0.285,0.134,-1.138,0.045,0.349,-4.945,0.741,-0.946
0.569,0.501,-0.588,-0.565,1.167,0.268,-1.011,-0.519,1.015,-0.752,-0.946
0.923,1.549,1.151,2.989,-0.832,-0.075,-0.483,1.632,0.124,-0.005,1.37
0.962,2.713,-0.268,-0.285,0.134,-1.138,0.942,0.335,-0.157,-0.005,0.212
-1.358,-1.024,-0.691,-0.565,0.021,-0.402,-0.411,-0.519,0.149,-0.752,-0.946
0.449,-0.228,1.639,-0.285,-0.832,0.268,-1.06,0.991,1.244,0.741,1.37
-0.139,-1.086,-0.588,-0.285,-0.832,-1.138,0.771,0.312,-0.182,-0.005,0.212
-0.512,-1.27,-0.888,-0.565,0.566,-0.075,-0.675,-0.519,1.448,-1.498,-2.104
-0.864,0.305,0.446,0.674,0.566,-0.402,-0.703,-0.519,1.422,-0.005,-0.946
1.009,0.201,0.972,-0.285,0.021,0.521,2.367,1.648,0.073,-0.005,1.37
-5.352,0.446,0.07,-0.565,1.167,0.268,-1.159,-0.519,-1.736,0.741,-0.946
0.71,0.501,-0.663,-0.565,1.167,-0.075,-0.477,-0.519,0.506,-0.752,-0.946
-0.205,-1.208,-0.982,-0.285,-0.832,-1.138,0.595,-0.45,-1.71,-0.752,-0.946
0.009,-0.412,-0.775,-0.565,-0.832,-0.075,-0.659,-0.519,1.04,-0.752,-0.946
0.741,4.0,-0.7,0.819,1.167,-1.138,0.375,-0.519,0.098,-0.752,0.212
0.442,-0.779,-0.052,-0.285,-0.832,-0.402,0.364,0.031,-0.946,-0.005,0.212
2.099,1.549,0.671,-0.285,0.134,-0.402,0.639,0.926,-0.844,1.487,1.37
-0.771,-0.504,-0.794,-0.565,1.167,0.268,-1.286,-0.519,1.422,-0.752,-0.946
-0.191,0.863,-0.127,0.819,1.167,1.279,-0.818,-0.519,-0.946,-0.005,-0.946
-1.306,-0.963,-0.494,-0.565,1.167,1.279,-0.884,-0.519,0.047,-0.005,-0.946
-1.04,-1.576,0.474,-0.285,0.566,-0.402,0.139,-0.309,-0.768,-0.005,0.212
1.604,0.145,-0.663,-0.285,0.134,0.521,0.909,0.074,-0.182,-0.752,0.212
1.575,0.998,0.117,2.989,0.134,-0.402,0.656,0.252,0.455,0.741,1.37
0.379,-0.167,0.192,-0.285,-0.832,1.279,-0.081,0.332,0.404,-0.005,1.37
0.267,-0.105,-0.494,-0.285,1.167,0.268,-1.077,-0.395,-0.793,-0.005,-0.946
0.258,-0.736,-0.277,-0.285,0.021,1.279,-0.23,-0.447,-0.946,-0.005,-0.946
0.306,-0.301,-0.174,-0.285,-0.832,-0.402,0.546,-0.347,-0.844,-0.005,-0.946
-1.358,-1.024,-0.644,-0.565,1.167,1.279,-0.884,-0.519,0.964,-0.752,-0.946
0.203,-0.608,0.371,-0.285,-0.832,-0.402,0.546,0.178,-0.258,1.487,0.212
-1.04,-1.576,-1.179,-0.565,0.134,1.279,-0.444,-0.519,-1.557,-1.498,-0.946
-0.282,-1.699,0.559,2.989,-0.832,-1.138,0.76,0.639,0.76,1.487,1.37
0.267,-0.105,-0.165,1.061,-0.832,1.279,0.056,0.581,0.582,-0.752,1.37
0.095,-0.741,0.596,-0.285,1.167,1.279,-0.296,-0.158,0.073,0.741,-0.946
0.346,-0.228,-0.794,-0.565,-0.832,1.279,-0.395,-0.519,0.913,-0.752,-0.946
0.26,-0.473,-0.447,-0.285,0.566,-0.075,-0.884,-0.364,-1.252,-0.005,-0.946
-0.159,-0.596,-0.475,-0.285,0.134,0.521,1.415,0.158,-0.386,-0.005,-0.946
0.347,-0.632,0.371,-0.285,-0.832,1.279,0.073,-0.323,-1.252,-0.005,-0.946
-0.423,-0.779,-0.813,-0.565,-0.832,-0.075,-0.532,-0.519,0.684,-0.752,-0.946
-0.035,-0.626,-0.362,-0.285,-0.832,-0.075,-0.796,-0.003,0.964,0.741,0.212
0.44,-0.473,1.019,2.989,1.167,-0.075,-0.538,0.977,0.862,0.741,1.37
1.282,0.936,0.127,-0.285,0.134,0.521,1.366,-0.042,-0.131,-0.005,0.212
0.562,0.392,-0.691,-0.565,0.566,1.279,-0.307,-0.519,1.015,-0.752,0.212
-0.332,1.12,2.607,2.989,1.167,-2.792,0.92,1.105,-0.055,2.234,1.37
-0.988,0.63,-0.851,-0.565,1.167,-0.402,-0.692,-0.519,1.142,-0.752,-0.946
-0.332,1.12,2.259,-0.285,0.021,0.521,0.045,0.329,0.378,1.487,1.37
-0.328,-1.208,-1.114,-0.565,-0.832,-1.138,0.502,-0.519,1.117,-1.498,0.212
-0.191,0.863,-1.142,-0.939,1.167,-0.402,-0.378,-0.519,0.124,-1.498,-0.946
0.306,-0.301,0.69,2.989,0.134,0.521,2.966,1.047,-0.284,0.741,1.37
0.203,-0.608,-0.7,-0.565,1.167,-0.402,0.557,-0.519,0.582,-0.752,-0.946
0.267,-0.105,0.023,-0.285,-0.832,-0.402,0.15,-0.391,-0.258,-0.005,-0.946
0.699,0.268,-0.324,-0.285,0.134,0.521,2.097,1.051,-0.946,-0.005,0.212
0.305,-0.228,0.944,-0.285,0.134,0.521,2.62,0.234,-0.691,1.487,0.212
0.885,0.018,-0.005,-0.285,1.167,-0.075,-0.598,0.024,0.327,-0.005,0.212
-1.04,-1.576,-0.775,-0.565,1.167,-0.075,-0.708,-0.519,1.244,-0.752,1.37
1.501,1.013,1.799,-0.285,1.167,-0.075,-0.917,0.073,1.168,-0.005,1.37
1.097,0.817,-0.851,-0.565,1.167,-0.402,0.21,-0.519,0.276,-0.752,0.212
-5.352,0.446,1.573,-0.285,-0.832,-0.075,-0.785,-0.363,-2.984,2.98,-0.946
0.689,0.385,1.564,-0.285,-0.832,-0.075,-0.642,5.927,0.378,-0.005,1.37
0.741,-0.473,0.587,-0.285,-0.832,1.279,-0.114,-0.332,0.48,-0.005,-0.946
0.308,-0.452,-0.4,-0.285,-0.832,-0.402,0.579,-0.148,-0.946,-0.005,0.212
0.567,-0.167,0.324,-0.285,-11.332,0.521,3.192,0.54,-1.15,0.741,1.37
0.94,1.243,0.127,-0.285,0.021,0.521,1.25,0.113,-0.131,-0.005,1.37
0.436,0.753,0.446,2.989,1.167,-0.075,-1.005,0.008,1.142,0.741,1.37
0.258,-0.736,0.004,-0.285,-0.832,-0.075,-0.587,-0.251,-0.309,-0.005,-0.946
0.689,0.385,0.07,2.989,1.167,1.279,-0.136,1.751,0.225,-0.005,1.37
0.306,-0.301,1.498,2.989,-0.832,-0.075,-0.439,0.606,0.735,-0.005,1.37
0.461,-0.35,-0.146,-0.285,-0.832,-0.402,0.667,0.669,-0.462,-0.005,1.37
