Standardized Median Revenue per Commune,Standardized Median Price per Commune,Standardized Livable Space (m2),Standardized Subtype of Property Score,Standardized State of the Building Score,Standardized PEB Score,Standardized Primary Energy Consumption (kWh/m2),Standardized Surface of the Land (m2),Standardized Construction Year,Standardized Number of Rooms,Standardized Number of Facades
-0.191,0.863,0.399,-0.565,-0.832,-1.138,-0.054,-0.519,-0.819,0.741,1.37
-0.292,-0.865,-0.916,-0.565,1.167,-0.075,-0.884,-0.519,1.219,-0.752,-0.946
-0.355,-0.596,-0.118,-0.379,-0.832,1.279,-0.384,-0.28,1.066,0.741,-0.946
-0.988,0.63,-0.7,-0.565,0.566,-0.075,-1.181,-0.519,-1.43,-0.752,-0.946
0.247,2.039,0.916,2.989,-0.832,-1.138,-0.323,-0.153,-0.182,1.487,0.212
-0.19,0.403,0.136,-0.285,1.167,1.279,-0.18,0.389,0.913,-0.005,1.37
0.095,-0.741,-0.005,-0.285,0.021,0.521,1.795,-0.385,-1.736,-0.005,-0.946
0.645,1.059,-0.409,-0.565,-0.832,-0.075,-0.791,-0.519,0.989,-0.005,0.212
0.474,0.324,-0.428,-0.565,1.167,-0.075,-0.84,-0.519,0.658,-0.752,0.212
-0.481,-0.473,-1.104,-0.565,-0.832,-0.075,-0.664,-0.519,-0.309,-1.498,-0.946
0.507,-0.338,-0.916,-0.565,1.167,-0.075,-0.906,-0.519,1.27,-0.752,-0.946
-0.476,-0.779,-0.935,-0.565,0.021,-0.075,-0.543,-0.519,0.684,-0.752,-0.946
0.507,-0.338,-0.014,-0.285,0.021,1.279,-0.296,-0.346,-0.411,1.487,-0.946
0.055,0.14,-0.4,-0.379,0.021,-0.402,0.117,-0.179,0.455,-0.752,0.212
0.884,-0.135,0.192,-0.285,-0.832,-1.138,0.777,0.023,-0.564,-0.005,0.212
-0.332,1.12,-0.916,-0.565,1.167,1.279,-0.725,-0.519,0.047,-0.752,-0.946
-1.267,-0.289,-0.681,-0.565,1.167,0.268,-1.286,-0.519,1.397,-0.752,1.37
0.981,2.337,-0.061,-0.285,-0.832,-0.075,-0.516,-0.395,-0.819,-0.005,0.212
-0.191,0.863,-0.992,-0.565,1.167,1.279,-0.917,-0.519,1.117,-1.498,-0.946
-5.352,0.446,-0.418,-0.565,1.167,0.268,-1.121,-0.519,1.321,-0.752,0.212
0.095,-0.741,-0.306,-0.285,1.167,1.279,-0.032,-0.268,-0.055,0.741,1.37
-0.558,-1.453,0.174,-0.285,0.134,-2.792,2.383,0.116,-3.493,-0.752,-0.946
-0.988,0.63,0.568,-0.285,0.021,-2.792,1.564,-0.404,-0.972,0.741,0.212
0.928,-0.105,-0.418,-0.285,-0.832,0.521,0.97,-0.014,-0.742,-0.752,1.37
0.314,0.17,-0.09,-0.285,0.566,-0.402,0.183,-0.277,-0.895,0.741,-0.946
0.973,0.354,-0.898,-0.565,-0.832,1.279,-0.076,-0.519,-0.921,-1.498,1.37
-0.154,-0.596,-0.428,-0.285,0.134,-1.138,0.948,-0.241,-1.71,-0.005,-0.946
0.71,0.501,0.296,-0.285,0.021,-1.138,1.047,0.959,-0.233,-0.005,1.37
0.327,-0.145,-0.184,2.989,0.566,1.279,-0.07,0.197,0.174,-0.005,1.37
-0.988,0.63,-0.681,-0.565,-0.832,-1.138,-0.362,-0.519,-0.233,-0.752,-0.946
0.699,0.268,0.399,-0.285,-0.832,0.268,-1.374,-0.261,1.321,0.741,-0.946
0.272,-0.547,-0.747,-0.285,1.167,1.279,0.029,-0.375,-1.252,-0.752,-0.946
0.769,0.14,0.249,-0.285,0.566,-0.075,-0.934,0.049,-0.309,-0.005,0.212
-0.768,-0.779,-0.775,-0.565,-0.832,-0.402,-0.576,-0.519,0.913,-0.005,-0.946
-0.423,-0.779,0.117,-0.285,0.021,-0.402,0.271,-0.439,-1.252,1.487,-0.946
0.975,1.028,0.145,-0.285,1.167,0.268,-1.302,-0.266,1.372,0.741,0.212
-5.352,0.446,-0.653,-0.565,1.167,-0.075,-0.84,-0.519,0.913,-0.005,0.212
0.91,0.477,-0.418,-0.285,0.134,-1.138,1.063,-0.061,0.098,-0.005,0.212
-1.267,-0.289,1.339,-1.577,-0.832,-1.138,-0.164,-0.519,-1.812,-0.005,-0.946
0.073,3.602,0.399,-0.285,0.021,0.521,1.855,-0.262,-0.793,2.234,1.37
0.832,-0.228,-1.095,-0.565,1.167,-0.075,-0.884,-0.519,0.888,-1.498,-0.946
-5.352,0.446,-0.39,0.819,1.167,1.279,-0.34,-0.519,0.76,-0.005,0.212
-0.332,1.12,0.69,0.819,1.167,-1.138,-0.23,-0.519,0.633,-0.005,-0.946
0.258,-0.736,-0.916,-0.565,-0.832,-0.075,-0.796,-0.519,1.321,-0.005,-0.946
0.687,1.978,0.343,2.989,-0.832,1.279,-0.301,0.893,0.225,-0.005,1.37
-1.306,-0.963,-0.456,-0.285,0.134,-1.138,-0.026,-0.415,-0.437,0.741,-0.946
0.866,1.194,-0.033,-0.285,-0.832,-1.138,0.788,0.403,-0.157,-0.005,1.37
1.287,0.232,1.198,2.989,1.167,0.268,-1.462,0.38,1.372,-0.005,1.37
-0.331,1.604,-0.174,-0.285,0.021,-2.792,1.591,-0.053,-1.532,0.741,1.37
0.946,0.569,1.583,1.061,-0.832,1.279,0.056,0.204,0.582,2.234,1.37
0.354,0.63,1.367,-0.285,1.167,-0.402,0.331,0.189,-0.921,2.234,1.37
0.267,-0.105,-0.681,-0.565,-0.832,-0.075,-0.939,-0.519,0.837,-0.752,-0.946
0.314,0.17,-0.907,-0.565,-0.832,-0.075,-0.692,-0.519,1.04,-1.498,-0.946
-0.295,-0.841,-0.4,-0.285,-0.832,-2.792,1.283,0.131,-0.462,0.741,0.212
-1.306,-0.963,0.117,-0.285,-0.832,-2.792,1.036,-0.297,-1.073,0.741,-0.946
-0.481,-0.473,-1.217,-0.939,-0.832,-0.402,0.342,-0.519,0.174,-1.498,-0.946
0.04,-0.602,-0.879,-0.565,-0.832,0.521,1.14,-0.519,0.047,-0.752,0.212
-0.988,0.63,-0.757,-0.565,1.167,0.521,0.073,-0.519,0.557,-1.498,-0.946
-0.768,-0.779,1.151,2.989,0.021,0.521,0.007,0.306,0.633,-0.005,1.37
0.668,0.324,0.935,-0.285,-0.832,0.521,2.136,0.296,0.251,-0.005,1.37
0.868,-0.185,-0.118,-0.285,-0.832,-0.402,0.161,-0.21,-0.488,0.741,-0.946
-0.423,-0.779,-0.869,0.819,1.167,1.279,0.1,-0.519,0.174,-0.752,-0.946
0.847,1.059,4.345,2.989,1.167,-0.075,-0.631,9.034,0.888,0.741,1.37
0.009,-0.412,0.888,-0.285,0.566,0.268,-1.033,-0.385,-1.073,-0.752,-0.946
0.891,0.765,-0.616,-0.285,0.134,0.521,3.494,-0.088,-0.131,-0.752,1.37
0.432,0.507,-0.681,-0.285,0.021,-1.138,0.7,-0.106,-1.124,-0.005,0.212
0.305,-0.228,0.944,-0.285,0.134,0.521,2.62,0.234,-0.691,1.487,0.212
-1.306,-0.963,1.959,-0.285,0.134,-2.792,0.557,-0.292,-1.863,2.234,-0.946
0.555,2.162,-0.7,-0.565,-0.832,1.279,-0.34,-0.519,0.327,-0.005,0.212
-0.332,1.12,0.446,-1.577,1.167,-1.138,-0.373,-0.519,-0.437,-0.005,-0.946
0.885,2.836,0.004,0.674,1.167,0.268,-1.253,-0.519,1.397,-0.005,-0.946
-0.332,1.12,-0.512,-0.565,0.566,-0.402,-0.56,-0.519,0.225,-0.752,0.212
-0.355,-0.596,-0.851,-0.565,-0.832,-0.402,-0.081,-0.519,-0.182,-0.005,-0.946
-0.332,-1.331,-0.916,-0.565,-0.832,1.279,-0.213,-0.519,1.066,-1.498,0.212
-0.131,-1.086,0.756,-0.285,-0.832,-0.402,0.26,0.264,-0.182,0.741,1.37
0.875,0.765,-0.118,-0.285,0.134,0.521,2.438,-0.235,-0.029,-0.005,-0.946
-0.771,-0.504,-0.869,-0.565,1.167,-1.138,-0.043,-0.519,-0.131,-0.752,0.212
0.276,-0.412,-0.4,-0.285,-0.832,1.279,0.117,-0.23,-0.258,-0.752,0.212
-0.804,-1.944,0.54,-0.285,1.167,-0.075,-0.752,-0.134,-2.984,0.741,-0.946
0.626,-0.596,-0.494,-0.285,-0.832,0.521,1.118,-0.131,0.684,0.741,-0.946
0.346,-0.228,0.681,-0.285,-0.832,-0.402,0.392,2.402,-1.226,0.741,1.37
-0.367,-1.545,0.08,1.061,0.021,-2.792,1.558,6.292,-0.004,1.487,1.37
0.91,0.477,1.057,-0.285,-0.832,1.279,-0.362,1.013,0.531,-0.005,1.37
-0.154,-0.596,0.737,-0.565,-0.832,-0.075,-0.934,-0.519,0.811,-0.005,0.212
-0.332,1.12,-0.963,-0.565,0.134,-1.138,-0.18,-0.519,-0.08,-1.498,-0.946
-0.382,-1.699,-0.569,-0.565,0.566,-0.075,-1.0,-0.519,1.422,-0.005,-0.946
-0.841,-0.963,-1.02,-0.565,-0.832,-0.402,-0.466,-0.519,0.174,-1.498,-0.946
0.417,-0.056,1.733,2.989,0.021,-1.138,0.749,0.626,0.506,2.234,1.37
1.575,0.998,-0.681,-0.565,1.167,0.268,-1.396,-0.519,1.422,-0.752,-0.946
0.795,1.243,-0.588,-0.285,0.134,-2.792,1.481,0.441,-0.946,-0.005,1.37
-0.332,1.12,0.888,0.674,1.167,-0.402,-0.62,-0.519,0.633,-0.005,0.212
0.841,0.936,-0.202,-0.285,-0.832,0.521,1.382,-0.215,0.022,-0.005,0.212
0.043,0.789,-1.151,-0.565,-0.832,-0.402,-0.505,-0.519,-0.08,-1.498,0.212
-0.768,-0.779,-0.869,-0.565,-0.832,-1.138,-0.213,-0.519,-0.258,-0.752,-0.946
0.009,-0.412,0.512,-0.285,1.167,-0.402,0.491,-0.189,-2.372,0.741,-0.946
-0.01,-0.73,-0.014,-0.285,-0.832,0.521,1.294,0.97,-0.157,-0.005,1.37
0.247,2.039,-0.212,-0.285,1.167,-1.138,-0.23,-0.235,-0.36,0.741,0.212
-0.383,-1.331,-0.588,-0.285,1.167,-0.402,0.084,0.183,0.48,-0.005,0.212
-5.352,0.446,-1.01,-0.565,0.021,-0.402,0.518,-0.519,-0.157,-0.752,-0.946
-0.047,-0.908,3.725,1.061,1.167,-0.075,-0.631,8.35,-2.525,5.219,1.37
0.615,-0.289,1.057,-0.285,-0.832,1.279,-0.279,0.43,0.302,0.741,1.37
-0.139,-1.086,-0.494,0.674,1.167,-0.075,-0.714,-0.519,1.193,-0.752,-0.946
0.645,-0.105,0.418,-0.285,-0.832,-0.402,0.419,0.825,0.582,-0.005,1.37
-1.008,-0.228,1.226,-0.285,1.167,0.268,-1.335,-0.321,1.117,0.741,-0.946
0.031,-1.294,0.493,-0.285,1.167,1.279,-0.169,0.379,-0.284,0.741,0.212
-0.191,0.863,-0.954,-0.565,-0.832,-2.792,0.722,-0.519,-1.201,-0.752,-0.946
0.555,2.162,0.888,2.989,0.566,-0.402,0.172,0.11,0.2,-0.005,1.37
-0.295,-0.841,-0.822,-0.565,-0.832,-0.402,0.282,-0.519,1.015,-0.005,0.212
-5.352,0.446,-0.822,-0.565,-0.832,1.279,-0.4,-0.519,-0.182,-0.752,-0.946
0.973,0.354,0.531,2.989,-0.832,1.279,-0.015,0.137,0.455,-0.005,1.37
-1.008,-0.228,-1.067,-0.565,-0.832,-2.792,1.371,-0.519,-0.437,-0.752,-0.946
0.358,0.118,0.399,-0.285,0.021,1.279,0.078,-0.126,-0.946,0.741,-0.946
-1.04,-1.576,-0.193,-0.565,0.134,-0.075,-0.648,-0.519,0.225,-0.005,-0.946
0.885,2.836,1.254,-0.285,-0.832,-0.075,-0.483,0.639,-0.386,2.234,1.37
0.779,-0.473,1.705,-0.285,-0.832,-0.402,0.183,0.153,-0.004,1.487,1.37
0.875,0.765,1.282,2.989,-0.832,-0.402,0.282,0.722,0.506,-0.005,1.37
-0.423,-0.779,0.54,-0.285,0.134,-1.138,0.804,-0.36,-1.736,-0.005,-0.946
0.308,-0.427,-0.437,1.384,-0.832,0.521,1.041,-0.519,-2.984,-1.498,-0.946
0.883,0.936,0.502,-0.285,-0.832,1.279,0.067,-0.139,-1.252,-0.005,0.212
0.247,2.039,0.446,-0.285,1.167,-0.402,-0.67,-0.086,0.913,0.741,0.212
1.287,0.232,0.267,-0.285,-0.832,1.279,-0.015,-0.059,-1.252,0.741,-0.946
-0.505,-1.227,-0.822,-0.565,-0.832,-0.402,0.282,-0.519,1.015,-0.005,0.212
-1.197,-0.289,4.777,-0.285,0.134,0.521,0.287,-0.313,-1.685,2.234,0.212
-0.988,0.63,0.587,-0.565,-0.832,-0.402,-0.582,-0.519,-0.793,-0.752,-0.946
-1.04,-1.576,-0.775,-0.565,-0.832,-0.075,-0.675,-0.519,-0.055,-0.752,-0.946
-0.739,-0.381,-0.86,-0.565,-0.832,1.279,-0.939,-0.519,0.989,-0.752,-0.946
-0.864,0.305,-0.334,1.399,1.167,-0.075,-1.253,-0.519,1.448,-0.752,0.212
-0.154,-0.596,0.615,-0.285,0.566,1.279,-0.169,-0.444,-0.284,-0.005,-0.946
-0.423,-0.779,-0.86,-0.565,1.167,0.268,-0.994,-0.519,0.353,-0.752,1.37
-0.481,-0.473,-1.142,-0.565,0.566,1.279,-0.268,-0.519,-1.252,-1.498,-0.946
-0.826,-1.76,0.258,-0.285,0.134,-0.075,-0.642,-0.445,-0.437,1.487,-0.946
0.461,-0.35,0.784,-0.565,0.021,0.521,1.36,-0.519,-0.055,-0.752,-0.946
0.866,1.194,1.479,2.989,1.167,-0.075,-0.461,0.595,0.939,-0.005,1.37
-1.04,-1.576,-0.08,-0.285,-0.832,-2.792,1.349,-0.409,-1.252,-0.752,0.212
0.323,0.992,-1.17,-0.939,0.134,0.521,1.305,-0.519,0.531,-1.498,-0.946
-0.154,-0.596,-0.353,-0.285,0.566,1.279,-0.169,-0.358,-0.437,-0.005,-0.946
1.058,0.483,-0.212,-0.285,0.134,-0.402,0.177,-0.083,-0.157,-0.005,0.212
0.095,-0.741,-0.945,-0.565,-0.832,0.268,-1.286,-0.519,1.27,-1.498,-0.946
-1.267,-0.289,-0.757,-0.565,-0.832,-0.402,-0.571,-0.519,1.168,-0.752,-0.946
0.645,1.059,-0.681,-0.565,-0.832,1.279,0.029,-0.519,-0.386,-0.752,-0.946
0.975,1.028,-0.738,-0.565,0.566,1.279,-0.378,-0.519,0.327,-0.752,0.212
0.034,-0.926,1.949,-0.285,-0.832,-0.075,-0.521,-0.42,-1.201,-0.752,-0.946
0.371,-0.412,0.39,-0.285,-0.832,0.521,1.608,0.189,-0.055,-0.752,0.212
1.629,1.12,-0.221,-0.285,1.167,-0.075,-0.906,-0.336,-0.946,-0.005,0.212
0.932,0.196,-0.306,-0.285,0.134,-0.402,0.606,0.044,-0.157,-0.005,0.212
0.645,1.059,0.333,-0.285,-0.832,-0.075,-0.543,-0.132,-1.252,0.741,-0.946
-0.332,1.12,0.352,-0.285,0.021,0.521,0.359,0.136,-0.36,-0.005,0.212
1.804,1.672,0.953,2.989,1.167,0.521,2.136,0.797,0.378,2.234,1.37
0.341,-0.32,-0.146,-0.285,0.134,0.521,1.404,-0.345,-0.258,-0.005,-0.946
0.973,0.354,0.202,-0.285,-0.832,0.521,3.087,-0.261,-0.946,0.741,0.212
1.028,0.691,1.028,-0.285,0.134,0.521,1.883,0.833,-1.71,0.741,1.37
-0.01,-0.73,-0.945,-0.565,-0.832,-0.075,-0.895,-0.519,0.913,-0.752,-0.946
1.058,0.483,-0.437,-0.285,0.021,0.521,3.516,-0.055,-0.233,-0.005,0.212
0.245,0.14,-0.061,-0.285,1.167,-0.075,-0.774,-0.327,-0.004,-0.005,0.212
1.469,1.849,0.653,2.989,-0.832,-0.402,0.227,2.909,0.506,0.741,1.37
0.26,-0.473,0.399,-0.285,-0.832,0.268,-1.027,1.029,1.244,0.741,0.212
0.13,-0.473,-0.963,0.819,-0.832,-1.138,0.535,-0.519,0.047,-0.752,-0.946
0.255,-0.289,-0.653,-0.565,1.167,1.279,-0.103,-0.519,0.633,-0.005,0.212
-1.267,-0.289,1.263,-0.565,0.134,-1.138,-0.076,-0.519,-0.819,0.741,-0.946
0.379,-0.167,-0.71,-0.565,-0.832,-0.075,-0.714,-0.519,0.251,-0.752,-0.946
1.123,0.506,-0.634,-0.565,1.167,0.268,-1.022,-0.519,0.302,-0.752,-0.946
-0.475,-1.165,-0.738,-0.285,0.134,0.521,2.559,-0.344,-1.201,-0.752,-0.946
0.426,0.569,-0.794,-0.565,-0.832,-0.075,-0.455,-0.519,0.888,-0.752,-0.946
0.595,0.201,-1.01,-0.565,0.021,1.279,-0.257,-0.519,1.04,-0.752,-0.946
1.804,1.672,-0.494,0.674,1.167,-0.075,-1.17,-0.519,1.397,-0.005,1.37
-0.254,-0.718,-0.757,-0.565,-0.832,-0.075,-0.824,-0.519,0.709,-0.752,-0.946
-1.267,-0.289,-0.456,-0.565,-0.832,-0.402,-0.571,-0.519,1.015,-0.005,-0.946
1.056,2.683,-0.268,-0.285,0.134,0.521,2.053,0.165,-0.488,-0.005,0.212
0.567,-0.228,-0.437,-0.285,0.021,0.521,2.048,0.513,-0.157,0.741,1.37
-0.191,0.863,-0.569,1.399,1.167,-0.075,-1.033,-0.519,1.168,-0.752,-0.946
0.258,-0.736,-0.306,-0.285,0.566,1.279,-0.12,-0.426,-0.793,-0.752,-0.946
-0.166,-0.473,-0.963,-0.565,-0.832,-0.075,-0.67,-0.519,1.015,-0.752,-0.946
-0.481,-0.473,0.634,1.399,-0.832,-0.075,-0.846,-0.519,0.837,-0.005,-0.946
0.097,-0.473,-0.616,-0.285,0.021,-0.402,0.111,-0.457,-1.71,-0.752,-0.946
0.218,-0.596,-0.259,-0.285,0.134,0.521,3.835,-0.511,-0.055,0.741,0.212
0.13,-0.473,-0.118,-0.285,1.167,0.521,0.937,0.455,0.455,-0.005,1.37
-0.423,-0.779,0.493,-0.285,-0.832,0.521,1.256,-0.123,-0.488,-0.005,0.212
0.555,2.162,1.423,-0.285,1.167,-0.075,-0.598,0.409,1.27,0.741,1.37
0.71,0.501,-0.09,-0.285,0.021,0.521,1.674,-0.374,0.047,0.741,0.212
0.405,0.232,-0.728,-0.565,1.167,-0.075,-0.835,-0.519,1.27,-0.005,0.212
-0.191,0.863,-0.381,-0.565,0.134,-1.138,-0.125,-0.519,-0.106,-0.005,-0.946
0.923,1.549,2.184,2.989,1.167,0.268,-1.088,1.255,1.04,1.487,1.37
0.371,-0.197,1.667,-0.285,0.134,-1.138,0.898,-0.239,-0.055,0.741,-0.946
0.879,2.836,0.624,-0.285,0.566,-0.402,0.287,1.989,-0.08,0.741,1.37
0.528,-0.357,-0.268,-0.285,-11.332,-1.138,0.491,0.511,0.073,-0.005,1.37
0.44,-0.473,-0.4,-0.285,1.167,-0.075,-0.719,-0.422,-1.252,-0.005,1.37
0.847,0.385,-0.118,-0.285,-0.832,1.279,-0.01,-0.101,-0.004,0.741,0.212
0.404,-0.118,-0.907,-0.285,0.134,-1.138,0.821,-0.016,-2.984,-1.498,0.212
-0.481,-0.473,-0.916,-0.565,-0.832,-0.075,-0.769,-0.519,-2.984,-0.752,-0.946
0.555,2.162,-0.813,-0.565,-0.832,1.279,-0.263,-0.519,0.225,-0.752,-0.946
0.247,2.039,-0.212,-0.565,1.167,1.279,-0.978,-0.519,0.989,-0.005,-0.946
1.058,0.483,0.051,-0.285,0.134,0.521,2.086,0.269,-0.004,-0.005,1.37
-0.355,-0.596,-1.067,-0.565,0.021,-0.075,-0.664,-0.519,-1.736,-1.498,-0.946
-5.352,0.446,-0.747,-0.565,-0.832,-0.075,-0.972,-0.519,0.888,-0.752,-0.946
0.113,-0.473,0.164,-0.285,0.021,-1.138,1.047,0.062,0.607,2.98,1.37
-0.749,-1.576,-0.071,-0.285,0.134,0.521,0.832,0.293,-1.736,-0.005,1.37
-1.04,-1.576,-0.484,-0.285,-0.832,1.279,-0.208,-0.328,-1.71,0.741,-0.946
1.05,0.532,1.667,2.989,0.021,-1.138,0.942,1.953,0.047,0.741,1.37
-5.352,0.446,-0.738,-0.565,-0.832,1.279,-0.208,-0.519,-0.182,-0.752,-0.946
0.461,-0.289,-1.001,1.629,1.167,-0.075,-0.967,-0.519,1.219,-1.498,1.37
0.571,0.777,-0.118,-0.285,0.566,-0.075,-0.543,-0.007,-0.233,0.741,0.212
-0.771,-0.504,-0.794,-0.565,1.167,0.268,-1.291,-0.519,1.499,-0.752,-0.946
-0.083,-0.497,0.352,-0.285,0.021,-0.402,0.359,-0.39,-1.252,1.487,-0.946
-0.355,-0.596,-0.334,-0.565,1.167,-0.075,-0.967,-0.519,1.422,-0.005,-0.946
0.745,0.765,-0.738,0.674,1.167,-0.075,-0.51,-0.519,1.015,-0.752,1.37
0.267,-0.105,-0.879,0.819,-0.832,-0.075,-0.45,-0.519,0.811,-0.752,0.212
0.247,2.039,1.31,-0.285,-0.832,0.521,0.177,-0.065,-0.895,1.487,0.212
-0.549,-1.512,0.643,2.989,-0.832,-0.402,-0.026,0.115,0.837,1.487,1.37
0.996,0.428,0.606,-0.285,-0.832,0.521,1.498,0.006,-0.921,1.487,0.212
1.204,1.61,1.376,2.989,-0.832,1.279,-0.373,1.219,0.658,1.487,1.37
0.589,-0.219,0.69,-0.285,-0.832,1.279,-0.18,0.269,0.353,0.741,1.37
-0.864,0.305,-0.334,1.399,1.167,-0.075,-1.253,-0.519,1.448,-0.752,0.212
0.949,-0.118,0.343,-0.285,-0.832,-0.075,-0.565,0.132,0.684,0.741,1.37
1.173,0.691,0.296,-0.379,1.167,0.268,-1.016,-0.248,0.124,0.741,-0.946
0.973,0.354,-0.634,0.819,-0.832,1.279,-0.186,-0.519,-0.36,-0.752,0.212
0.281,-0.13,-0.541,-0.285,0.134,0.521,2.125,0.554,-0.233,-0.005,0.212
-0.423,-0.779,-1.198,0.819,1.167,-0.075,-0.494,-0.519,1.04,-1.498,-2.104
-0.332,1.12,0.08,-0.565,0.134,1.279,-1.0,-0.519,-0.029,0.741,-0.946
-0.331,1.604,0.408,-0.285,-0.832,1.279,-0.818,-0.086,0.837,0.741,-0.946
0.036,-1.392,-0.653,-0.285,-0.832,-1.138,0.392,-0.233,-2.984,-0.005,-0.946
-0.154,-0.596,-0.287,-0.285,1.167,0.268,-1.368,-0.374,1.372,-0.005,-0.946
0.101,-0.779,-0.212,-0.285,-0.832,0.521,1.107,-0.118,-0.437,-0.005,0.212
-0.176,-1.208,0.211,-0.285,1.167,-0.402,0.667,-0.144,0.149,1.487,1.37
-0.166,-0.473,0.145,-0.285,0.566,-0.402,0.507,-0.337,-0.309,1.487,-0.946
0.258,-0.736,1.386,2.989,-0.832,0.521,1.355,0.252,-0.029,1.487,1.37
-1.197,-0.289,1.573,-0.565,1.167,1.279,-0.785,-0.519,-0.386,-0.005,-0.946
0.555,2.162,0.136,-0.285,-0.832,-0.402,0.271,-0.234,-0.029,0.741,0.212
0.26,-0.657,0.108,-0.285,1.167,-0.075,-0.752,0.172,1.091,-0.005,1.37
0.055,0.14,0.07,2.989,0.134,0.521,1.267,0.422,0.2,0.741,1.37
0.741,-0.473,0.324,-0.285,0.134,-1.138,1.091,-0.167,-0.08,-0.005,-0.946
-0.331,1.604,-1.02,0.819,1.167,1.279,-0.851,-0.519,1.219,-1.498,-0.946
-0.383,-1.331,-0.494,-0.285,-0.832,-0.075,-0.725,-0.086,1.346,0.741,0.212
0.152,0.017,-0.324,-0.285,1.167,-0.402,0.645,-0.158,-1.099,-0.005,0.212
-0.423,-0.779,-0.804,-0.565,-0.832,1.279,-0.164,-0.519,0.353,-0.752,0.212
0.721,-0.277,-0.418,-0.285,-0.832,0.521,1.668,-0.292,-2.984,-0.752,1.37
-0.481,-0.473,-1.217,-0.939,-0.832,1.279,-0.296,-0.519,0.174,-1.498,-0.946
0.503,-0.044,-1.226,-0.565,0.021,-0.075,-0.681,-0.519,0.302,-1.498,-0.946
0.8,-0.167,-0.371,-0.285,0.021,-0.402,0.595,0.884,0.149,-0.005,1.37
0.65,-0.044,-0.39,-0.285,0.021,0.521,2.229,-0.029,0.022,-0.005,0.212
0.474,0.324,0.399,-0.565,0.021,-1.138,0.738,-0.519,-0.106,-0.005,-0.946
0.71,0.501,1.893,2.989,1.167,1.279,-0.263,1.174,0.251,1.487,1.37
2.185,1.764,1.01,2.989,1.167,0.268,-1.269,0.451,0.684,0.741,1.37
0.245,0.14,2.147,2.989,-0.832,-0.402,0.43,4.641,-0.462,-0.005,1.37
-5.352,0.446,-0.484,-0.565,1.167,-0.075,-0.818,-0.519,0.073,-1.498,-0.946
-0.771,-0.504,-1.001,-0.565,1.167,-2.792,1.041,-0.519,-0.029,-1.498,0.212
-0.343,-0.902,0.296,2.989,1.167,-0.075,-0.939,1.473,0.888,-0.005,0.212
-0.332,1.12,-1.104,-0.565,-0.832,-0.402,-0.494,-0.519,-0.182,-1.498,-0.946
-1.791,-0.657,-1.038,-0.565,0.134,-1.138,-0.131,-0.519,-0.335,-0.752,-0.946
0.461,-0.35,0.615,-0.285,-0.832,-0.075,-0.576,-0.049,0.989,-0.005,1.37
0.258,-0.736,0.718,-0.285,0.566,1.279,-0.323,0.337,-0.106,-0.005,0.212
0.775,-0.026,-0.259,-0.285,0.134,0.521,1.718,-0.23,-0.717,-0.005,0.212
0.944,0.522,0.352,2.989,-0.832,0.521,2.323,3.177,0.404,0.741,1.37
-0.988,0.63,-0.992,-0.565,1.167,0.521,0.1,-0.519,1.168,-1.498,-0.946
0.247,2.039,-0.268,-0.285,-0.832,-1.138,-0.153,-0.187,-0.437,-0.005,0.212
-1.04,-1.576,-0.794,-0.565,-0.832,1.279,-0.356,-0.519,-0.055,-0.752,-0.946
0.267,-0.105,0.098,-0.379,-0.832,-0.402,0.254,-0.137,0.2,-0.005,-0.946
-1.04,-1.576,-0.259,-0.285,1.167,-0.075,-0.994,-0.241,1.397,-0.005,-0.946
-0.768,-0.779,-0.691,-0.565,-0.832,1.279,-0.84,-0.519,0.709,-0.005,-0.946
-0.154,-0.596,-0.512,-0.565,1.167,0.268,-1.181,-0.519,1.091,-0.005,-0.946
0.021,-1.821,-0.371,-0.285,-11.332,-2.792,1.993,-0.016,-0.182,0.741,0.212
-1.306,-0.963,0.69,-0.285,0.134,-2.792,1.938,-0.395,-2.347,0.741,-0.946
0.22,-0.963,0.07,-0.285,-0.832,1.279,-0.169,-0.182,0.149,0.741,0.212
0.401,-0.427,0.559,-0.285,-0.832,1.279,0.034,0.323,0.709,-0.005,1.37
-1.08,-2.201,-0.033,2.989,-0.832,-0.402,0.139,3.712,0.48,-0.005,1.37
-0.475,-1.165,1.423,-0.285,-0.832,-0.075,-0.598,0.162,0.633,0.741,0.212
-0.423,-0.779,0.333,-0.285,-0.832,0.521,1.338,-0.379,-0.946,1.487,-0.946
0.443,-0.289,0.455,2.989,-0.832,1.279,-0.219,0.771,-0.106,1.487,1.37
1.287,0.232,0.267,-0.379,-11.332,-1.138,0.915,-0.159,-0.182,-0.005,-0.946
-0.476,-0.779,-0.259,-0.285,-0.832,0.521,1.382,-0.303,-0.437,-0.005,0.212
0.699,0.268,1.104,-0.285,1.167,-0.075,-0.637,1.368,-2.984,-0.005,1.37
1.195,0.875,0.333,-0.285,1.167,0.268,-1.247,-0.002,-0.131,-0.005,0.212
-1.04,-1.576,-1.001,-0.565,0.134,-0.075,-0.604,-0.519,0.073,-1.498,-0.946
0.25,-0.289,-0.146,-0.285,-0.832,1.279,0.051,-0.222,-0.87,-0.005,0.212
-0.139,-1.086,0.859,-0.285,-0.832,-1.138,0.546,1.649,0.531,0.741,1.37
0.885,0.018,0.446,-0.285,1.167,-0.402,0.584,0.452,0.073,-0.005,0.212
